run,number_of_clones,number_of_reads
HIP00926.txt,385878,9176427
HIP08223.txt,209457,3237347
HIP00779.txt,156307,1677070
HIP05551.txt,183539,8331205
HIP05437.txt,318951,3503108
HIP03746.txt,290260,2214544
HIP04545.txt,200577,4842418
HIP01266.txt,329175,2778166
HIP02820.txt,382085,8756572
HIP08337.txt,153907,7962266
HIP00707.txt,203402,3524173
HIP04597.txt,254908,8700842
HIP01004.txt,297687,5349757
HIP03125.txt,269629,5274146
HIP03677.txt,369409,4449238
HIP02078.txt,219670,7888178
HIP04475.txt,343109,6759463
HIP05578.txt,291753,8350263
HIP01850.txt,219816,4973186
HIP03484.txt,141645,2256739
HIP01470.txt,243708,3626783
HIP02848.txt,49977,1646370
HIP01180.txt,228006,6443865
HIP02663.txt,171419,2379902
HIP03184.txt,47397,85627
HIP05590.txt,75572,6598762
HIP08230.txt,216095,1520392
HIP05398.txt,253536,2128936
HIP01223.txt,311814,8643701
HIP00838.txt,379466,8075108
HIP03678.txt,123563,32162643
HIP01499.txt,105583,1864716
HIP00934.txt,273013,2556820
HIP05960.txt,298809,9576041
HIP03807.txt,211264,9028464
HIP01181.txt,96541,3587843
HIP08821.txt,104975,1698494
HIP02734.txt,103481,4844226
HIP03592.txt,371907,4463614
HIP05595.txt,95399,1975360
HIP01856.txt,150914,3387574
HIP05552.txt,297822,2440564
HIP00771.txt,382109,8764105
HIP08702.txt,246676,8199861
HIP08339.txt,233312,2021148
HIP01298.txt,262378,8868584
HIP01022.txt,240411,1934321
HIP04480.txt,223478,2441759
HIP02947.txt,413563,7328257
HIP00805.txt,370057,7858876
HIP03236.txt,370238,4491180
HIP04552.txt,339262,6395430
HIP02090.txt,259858,1964965
HIP01865.txt,58069,348924
HIP03685.txt,95754,600068
HIP04605.txt,286703,8263535
HIP08439.txt,444209,9108273
HIP03494.txt,270286,395337
HIP05444.txt,379113,5079063
HIP00951.txt,141454,958498
HIP01055.txt,70202,1802574
HIP08827.txt,155141,3436728
HIP10424.txt,77806,1180051
HIP10694.txt,73231,800772
HIP01232.txt,184137,2812284
HIP10545.txt,88776,175203
HIP00813.txt,114123,1680478
HIP09775.txt,168967,2467834
HIP06191.txt,218696,2441503
HIP09150.txt,211899,1429371
HIP09364.txt,185135,1377820
HIP08710.txt,186471,2046059
HIP09046.txt,261045,6929757
HIP01313.txt,237657,6994541
HIP02962.txt,242159,8729279
HIP08989.txt,378793,9144938
HIP03597.txt,299364,7414032
HIP03812.txt,321957,4788952
HIP05455.txt,168967,1588247
HIP08236.txt,415426,7908152
HIP08345.txt,281673,3205615
HIP03275.txt,258814,3551793
HIP00851.txt,364631,8452600
HIP11717.txt,146930,2449010
HIP02737.txt,343916,7875879
HIP09159.txt,123779,4751697
HIP04498.txt,312873,9537624
HIP01091.txt,233062,7002570
HIP00819.txt,177835,5799305
HIP04611.txt,303954,5878743
HIP10443.txt,242219,6486784
HIP10814.txt,301194,7178880
HIP02855.txt,546583,9046996
HIP05460.txt,107914,2251393
HIP02103.txt,369364,3981032
HIP10564.txt,261786,2220418
HIP01359.txt,161267,1065689
HIP09051.txt,192572,9101394
HIP11058.txt,329597,8787141
HIP13198.txt,125632,7135571
HIP12129.txt,163911,1200105
HIP08888.txt,334997,5035955
HIP02742.txt,119057,6490542
HIP10815.txt,91056,755490
HIP10716.txt,351158,7861130
HIP11989.txt,313556,10090243
HIP00971.txt,386702,6989991
HIP08499.txt,402394,4468092
HIP08711.txt,269017,3869533
HIP09365.txt,319044,4107303
HIP12703.txt,226519,9666035
HIP09190.txt,186948,1815262
HIP13319.txt,123671,1014656
HIP08305.txt,229502,10594089
HIP13157.txt,224405,6526091
HIP09789.txt,371488,8606040
HIP13206.txt,106232,492350
HIP13256.txt,212253,2899044
HIP09366.txt,73774,2443213
HIP10445.txt,216185,7351758
HIP11758.txt,289229,6833015
HIP10817.txt,123511,254701
HIP13414.txt,188346,3173661
HIP13361.txt,202362,1964487
HIP13294.txt,267306,3993706
HIP12743.txt,116075,372946
HIP10568.txt,224816,8760164
HIP13489.txt,234005,2462346
HIP13228.txt,304855,6721177
HIP00869.txt,349262,8679498
HIP13695.txt,114247,873347
HIP08890.txt,216959,7791967
HIP08346.txt,384448,6036294
HIP13554.txt,226594,7377741
HIP09001.txt,399695,3872020
HIP12143.txt,238110,6144402
HIP08725.txt,203022,3073359
HIP04634.txt,319819,7586575
HIP10726.txt,215782,1394210
HIP13263.txt,175511,3690224
HIP11774.txt,134284,1688414
HIP13230.txt,69364,429567
HIP13168.txt,198902,343169
HIP11513.txt,322924,2215475
HIP13209.txt,186945,2905183
HIP13296.txt,135789,295450
HIP09062.txt,352948,5142446
HIP09235.txt,255775,6556342
HIP08507.txt,282229,8044908
HIP13654.txt,312077,473459
HIP12165.txt,102467,3736517
HIP10597.txt,172071,1277520
HIP09430.txt,228005,328766
HIP10358.txt,289101,5696097
HIP13736.txt,164713,1831974
HIP13324.txt,320783,8639756
HIP13497.txt,206894,4506883
HIP09020.txt,182248,9382386
HIP10820.txt,261906,445353
HIP13363.txt,243871,8745568
HIP08972.txt,188303,5242622
HIP12900.txt,248368,6199356
HIP11784.txt,115464,7672323
HIP10447.txt,282670,7732038
HIP13505.txt,41515,1414973
HIP10730.txt,182173,8672166
HIP09097.txt,142170,7713070
HIP13567.txt,249118,385069
HIP12034.txt,487496,5446392
HIP10376.txt,130398,7953392
HIP13699.txt,319837,5304857
HIP08792.txt,300233,7356029
HIP13233.txt,256512,2973778
HIP11845.txt,117307,738423
HIP12527.txt,210154,2543165
HIP13303.txt,269013,5438362
HIP13757.txt,313904,3945356
HIP13214.txt,288094,5499236
HIP11518.txt,292635,7422998
HIP10602.txt,259142,3645397
HIP08389.txt,393013,6630074
HIP10746.txt,154154,1113589
HIP13703.txt,98999,1032492
HIP09253.txt,317972,4825605
HIP13176.txt,339377,3978299
HIP10821.txt,250885,3435216
HIP08521.txt,371201,5177763
HIP13427.txt,541363,6974136
HIP09022.txt,275543,7570471
HIP12980.txt,255576,7838177
HIP13760.txt,87140,1582204
HIP13265.txt,419352,7713791
HIP09559.txt,362075,3228398
HIP13370.txt,289367,7015501
HIP13741.txt,359912,6621210
HIP13658.txt,366782,5088476
HIP13511.txt,282781,3634727
HIP13592.txt,272704,3456700
HIP08977.txt,353620,5104696
HIP10480.txt,316940,8016235
HIP13217.txt,172300,5061153
HIP13244.txt,222650,4994908
HIP13325.txt,393495,7835207
HIP09118.txt,344926,2800540
HIP08596.txt,109444,1364119
HIP13306.txt,211014,5407645
HIP10759.txt,186393,346490
HIP11857.txt,259605,3479277
HIP09624.txt,133472,214616
HIP12533.txt,298096,8153625
HIP11553.txt,255586,7080616
HIP12088.txt,349371,7717845
HIP10639.txt,247398,2467822
HIP13449.txt,178642,8918770
HIP13746.txt,139314,1577045
HIP09284.txt,236704,5123892
HIP13178.txt,204090,6327541
HIP08399.txt,281502,3334609
HIP10823.txt,244986,2717336
HIP13709.txt,290273,9022424
HIP13220.txt,129412,1567205
HIP09026.txt,238337,8980327
HIP13661.txt,202038,1450684
HIP10377.txt,432516,9412974
HIP09681.txt,109194,902632
HIP13610.txt,219607,6018646
HIP13245.txt,198704,9438759
HIP10787.txt,167960,2466230
HIP09119.txt,184435,1864542
HIP10507.txt,226770,8225071
HIP08986.txt,246835,6470010
HIP12534.txt,141811,5820596
HIP13764.txt,321752,2508727
HIP12091.txt,150627,1627216
HIP13350.txt,233450,4483646
HIP08805.txt,509779,6465065
HIP13227.txt,130531,163118
HIP13513.txt,325277,462466
HIP13274.txt,374866,5478790
HIP13015.txt,402215,5193510
HIP13812.txt,78727,215129
HIP13766.txt,61516,1591311
HIP13774.txt,152081,2910614
HIP13625.txt,124700,831381
HIP13376.txt,392567,5549720
HIP13847.txt,74602,1087902
HIP08598.txt,355315,9125035
HIP13251.txt,159020,277517
HIP11613.txt,279615,3435949
HIP11937.txt,309021,6596811
HIP08400.txt,248584,9020091
HIP13183.txt,273396,3237120
HIP13749.txt,274310,5892607
HIP10669.txt,283774,9321977
HIP09344.txt,302878,4289188
HIP10389.txt,242237,7791951
HIP13794.txt,213172,1957584
HIP13463.txt,337634,506944
HIP13309.txt,410551,6465405
HIP13515.txt,149784,2592012
HIP09122.txt,256860,4217616
HIP13848.txt,112081,3188576
HIP13710.txt,330387,7489072
HIP13814.txt,152346,1601299
HIP13663.txt,320917,3761757
HIP08816.txt,225586,3787317
HIP12097.txt,250045,8464943
HIP09029.txt,373246,6788221
HIP10514.txt,296666,3075276
HIP13465.txt,66279,474601
HIP13276.txt,211444,1942954
HIP13944.txt,37403,70256
HIP12538.txt,300464,7796189
HIP13627.txt,196200,6606975
HIP13859.txt,163619,5366410
HIP13769.txt,224325,4509957
HIP13352.txt,305581,8602781
HIP13777.txt,234164,4632527
HIP13122.txt,256653,2046008
HIP13383.txt,245785,3837790
HIP10846.txt,451593,5153517
HIP13880.txt,226920,3569607
HIP13945.txt,81376,6501382
HIP13518.txt,164257,7732276
HIP11649.txt,232526,7374100
HIP13252.txt,245705,9475608
HIP13284.txt,122802,1891050
HIP13667.txt,175946,2132644
HIP13311.txt,213868,6856606
HIP09041.txt,132973,284369
HIP13185.txt,275260,7432081
HIP13751.txt,279603,9052275
HIP13852.txt,189162,4244695
HIP13818.txt,209764,2692287
HIP13929.txt,274350,4058092
HIP14007.txt,70973,4676904
HIP08653.txt,305418,5423421
HIP13988.txt,130177,8070358
HIP13753.txt,7525,12794
HIP13911.txt,322052,506334
HIP13720.txt,264495,2455257
HIP13771.txt,188810,3113574
HIP13193.txt,65180,104906
HIP12099.txt,241709,6378529
HIP11711.txt,124457,2655551
HIP13860.txt,209921,1895183
HIP10408.txt,334767,8404870
HIP13958.txt,291199,5353389
HIP13947.txt,192059,1747904
HIP13318.txt,149582,1905716
HIP14039.txt,182975,8325141
HIP13989.txt,140999,5587207
HIP13780.txt,266517,2868474
HIP13916.txt,125558,4278511
HIP13975.txt,348819,4296306
HIP13796.txt,422032,4958300
HIP14055.txt,205036,2923472
HIP13887.txt,256485,2051548
HIP14009.txt,185621,6533244
HIP14114.txt,106404,1203623
HIP13473.txt,381683,8671153
HIP13932.txt,224403,3403375
HIP13865.txt,119395,6997413
HIP13722.txt,152362,1654353
HIP14152.txt,76720,4202501
HIP13800.txt,41113,420143
HIP13671.txt,251499,3887654
HIP13992.txt,98996,4900329
HIP13782.txt,88128,1820680
HIP13773.txt,182944,351595
HIP13961.txt,158979,2757231
HIP13355.txt,371526,10100688
HIP13822.txt,276214,3552410
HIP13142.txt,384666,5081855
HIP13754.txt,299612,3823572
HIP14022.txt,370396,4415364
HIP12123.txt,218611,3797768
HIP13396.txt,401870,8776095
HIP14134.txt,192870,4092897
HIP13291.txt,340303,5442640
HIP13949.txt,171004,7857985
HIP13919.txt,166301,2139651
HIP13976.txt,152626,3151317
HIP13962.txt,65665,2575743
HIP13402.txt,64375,905064
HIP13636.txt,523204,7781058
HIP14024.txt,59712,150266
HIP14074.txt,373899,6234397
HIP13869.txt,153279,1752970
HIP13478.txt,160923,3973316
HIP13933.txt,138346,2584709
HIP14095.txt,333312,10166534
HIP13853.txt,439656,6041687
HIP14184.txt,150691,1592873
HIP14236.txt,124333,388749
HIP13994.txt,187639,3819906
HIP13686.txt,197907,5226418
HIP13823.txt,181018,4245547
HIP14014.txt,276987,2170081
HIP14361.txt,150812,1075794
HIP14153.txt,254512,4464458
HIP13803.txt,266555,4246193
HIP13854.txt,58764,662043
HIP14059.txt,325172,5049922
HIP13360.txt,218373,1959141
HIP14028.txt,135979,1457555
HIP14136.txt,237200,5469431
HIP14041.txt,387088,4629099
HIP14172.txt,303011,2800873
HIP14221.txt,245993,3940977
HIP14118.txt,348182,36500984
HIP13893.txt,367729,6684663
HIP14237.txt,109282,1098457
HIP14096.txt,150893,369652
HIP13920.txt,240959,4700174
HIP13935.txt,186841,5236019
HIP13871.txt,197727,10076984
HIP14206.txt,301011,2494295
HIP13978.txt,260878,4106435
HIP13831.txt,140758,4646126
HIP13923.txt,27269,107194
HIP13964.txt,262539,4437863
HIP14156.txt,133990,2457444
HIP14015.txt,161164,6927417
HIP13894.txt,71466,1876959
HIP14077.txt,261892,6039007
HIP14187.txt,230772,2514068
HIP13806.txt,151381,2786754
HIP17577.txt,269300,5554078
HIP14060.txt,155243,1851898
HIP13875.txt,104458,1904490
HIP13786.txt,452424,5610748
HIP14223.txt,141620,2455226
HIP15855.txt,324314,8104189
HIP13996.txt,257092,4221897
HIP13951.txt,389466,5640077
HIP17440.txt,342267,7697586
HIP13938.txt,131293,305274
HIP17793.txt,266410,4022277
HIP14030.txt,216670,1356035
HIP14363.txt,276473,397295
HIP14209.txt,165331,3689894
HIP14138.txt,233079,15796166
HIP13809.txt,112006,1483441
HIP13833.txt,165502,2795941
HIP13900.txt,156845,1974189
HIP15860.txt,84350,244486
HIP14121.txt,247276,3695834
HIP13981.txt,201950,4402299
HIP14043.txt,255305,4237326
HIP19717.txt,323373,8815998
HIP13856.txt,339466,5677273
HIP14103.txt,262256,2466743
HIP13810.txt,70156,183538
HIP14106.txt,12353,37246
HIP13966.txt,251695,2713460
HIP14016.txt,242235,5939986
HIP14238.txt,334803,5492070
HIP14174.txt,345259,3796434
HIP14226.txt,184642,3155598
Keck0007_MC1.txt,116467,168905
HIP13789.txt,212517,4783454
HIP14157.txt,299724,3577818
HIP13857.txt,87997,451989
HIP14107.txt,86149,6251703
HIP13877.txt,259276,2229766
HIP15861.txt,158473,7968424
HIP14140.txt,198480,1367345
Keck0001_MC1.txt,129621,159744
HIP13939.txt,256068,3937618
HIP14064.txt,300300,3414588
HIP14211.txt,230619,580787
HIP14192.txt,326219,2403099
HIP17837.txt,263465,2874588
HIP13902.txt,224121,2603556
Keck0014_MC1.txt,149868,183410
HIP17585.txt,361808,8230022
HIP14045.txt,220809,2057670
HIP13983.txt,219222,2935836
HIP14079.txt,382035,4563945
HIP13954.txt,323993,7119763
HIP17445.txt,319853,5250720
HIP13926.txt,451374,6764278
HIP14034.txt,314639,2666937
Keck0008_MC1.txt,171766,196120
HIP13967.txt,212359,3695086
Keck0028_MC1.txt,115960,131969
Keck0002_MC1.txt,111410,178534
HIP14160.txt,187718,3495012
HIP13793.txt,206553,3975283
HIP14080.txt,97614,144425
HIP14124.txt,346464,7872435
HIP14066.txt,167588,1400137
HIP14018.txt,281980,2767542
Keck0015_MC1.txt,143188,176567
HIP14240.txt,293859,7481115
HIP14494.txt,439457,8665250
HIP14142.txt,205586,2438078
HIP16515.txt,219613,8911276
HIP14175.txt,319166,6471984
HIP13903.txt,201337,5724378
HIP14227.txt,323558,7667143
HIP13972.txt,117299,959960
HIP13986.txt,201758,8354746
Keck0009_MC1.txt,153042,190298
Keck0029_MC1.txt,144939,169476
HIP14213.txt,251145,3608170
HIP17845.txt,250097,4197021
HIP14000.txt,555501,9090084
HIP13956.txt,230263,2609781
HIP17657.txt,225153,9390189
HIP14071.txt,102778,1692278
HIP13941.txt,288258,5299489
Keck0035_MC1.txt,125627,158129
HIP14143.txt,80603,952224
Keck0021_MC1.txt,333128,371201
HIP14048.txt,265256,5299413
HIP14036.txt,245612,1647858
Keck0016_MC1.txt,143998,175709
HIP14844.txt,108388,1079046
HIP14109.txt,372465,5606433
HIP17449.txt,282877,4006163
Keck0003_MC1.txt,231369,277600
HIP13928.txt,292238,5389887
HIP14127.txt,179495,2931923
HIP14241.txt,155856,990324
Keck0042_MC1.txt,117633,152498
HIP14110.txt,17461,32882
HIP14089.txt,224910,2940149
HIP14020.txt,211672,1327404
Keck0030_MC1.txt,143515,174870
Keck0036_MC1.txt,120762,166157
Keck0010_MC1.txt,145259,167828
HIP14176.txt,181346,2849857
HIP14072.txt,135171,2901215
HIP14161.txt,288437,3160425
Keck0063_MC1.txt,133467,177911
HIP14230.txt,201292,1133654
Keck0022_MC1.txt,132410,163624
Keck0017_MC1.txt,128351,145490
Keck0043_MC1.txt,107531,149332
HIP14194.txt,475725,7970799
HIP16738.txt,263838,8061526
Keck0049_MC1.txt,248564,311321
HIP14090.txt,109756,1466552
Keck0004_MC1.txt,151211,183797
HIP13987.txt,254291,8343500
HIP17887.txt,226116,2381197
HIP17698.txt,241491,9107712
HIP14148.txt,231701,2485438
HIP14004.txt,251860,2051466
HIP14037.txt,210245,4715297
Keck0056_MC1.txt,249365,344487
HIP14170.txt,100206,1646632
HIP14214.txt,271123,2017420
HIP14051.txt,231468,3404577
Keck0011_MC1.txt,118712,145021
HIP14911.txt,232719,6953032
Keck0018_MC1.txt,127168,138472
Keck0023_MC1.txt,128970,170532
HIP14178.txt,182900,286377
HIP19048.txt,65188,6038058
HIP17454.txt,276291,7660889
Keck0050_MC1.txt,128300,169551
Keck0044_MC1.txt,146117,204942
Keck0064_MC1.txt,234243,323152
Keck0031_MC1.txt,218613,245705
Keck0037_MC1.txt,238549,272787
Keck0012_MC1.txt,115348,131352
HIP14196.txt,175430,1812771
Keck0005_MC1.txt,171637,187886
Keck0024_MC1.txt,85854,132438
Keck0077_MC1.txt,323777,439184
HIP19089.txt,71760,839205
Keck0091_MC1.txt,278434,463585
HIP14243.txt,338095,3433339
HIP14129.txt,351812,2740313
HIP14231.txt,252535,2426696
Keck0084_MC1.txt,330065,874409
Keck0051_MC1.txt,96144,165899
HIP14092.txt,240523,687022
HIP15685.txt,165185,8181921
Keck0045_MC1.txt,118628,153193
Keck0019_MC1.txt,168729,188506
Keck0112_MC1.txt,227924,378294
HIP17723.txt,239194,5775317
Keck0052_MC1.txt,43128,56397
Keck0098_MC1.txt,253383,322236
Keck0065_MC1.txt,211518,316867
Keck0038_MC1.txt,140065,197526
Keck0032_MC1.txt,148338,168739
Keck0057_MC1.txt,277022,492818
Keck0025_MC1.txt,129084,150122
HIP16867.txt,360764,23940659
HIP14202.txt,169504,5549757
HIP19716.txt,121741,4806917
HIP14217.txt,281708,10035468
Keck0006_MC1.txt,164299,199461
Keck0020_MC1.txt,84535,106019
Keck0013_MC1.txt,270902,323561
Keck0046_MC1.txt,126380,162750
Keck0105_MC1.txt,360054,489885
HIP14244.txt,178681,1109540
HIP17370.txt,66712,567417
Keck0066_MC1.txt,151708,252616
Keck0053_MC1.txt,148006,175926
Keck0039_MC1.txt,98831,122393
HIP17737.txt,130923,1502246
Keck0026_MC1.txt,97288,125237
HIP14234.txt,185968,3495165
HIP14181.txt,309017,7687692
HIP14053.txt,389038,4497859
Keck0119_MC1.txt,417003,585124
HIP17457.txt,321515,8895133
Keck0033_MC1.txt,141034,166650
Keck0078_MC1.txt,268513,371296
Keck0085_MC1.txt,252491,416414
HIP14130.txt,263735,2075494
Keck0070_MC1.txt,678212,960433
HIP14205.txt,214221,2561420
Keck0027_MC1.txt,74703,88878
Keck0092_MC1.txt,354320,551226
Keck0067_MC1.txt,181372,379908
HIP14183.txt,75358,1749706
Keck0058_MC1.txt,226304,301206
Keck0047_MC1.txt,156375,187619
Keck0040_MC1.txt,187095,220992
HIP15854.txt,325646,6361169
HIP17760.txt,221097,5928516
Keck0054_MC1.txt,232328,312371
Keck0099_MC1.txt,328188,415324
Keck0034_MC1.txt,209862,238324
Keck0106_MC1.txt,269226,419196
Keck0041_MC1.txt,107098,158092
HIP14218.txt,326045,5639416
HIP17462.txt,255116,5147488
Keck0086_MC1.txt,249614,339610
Keck0079_MC1.txt,245539,411078
Keck0048_MC1.txt,166000,211291
Keck0068_MC1.txt,277918,415632
Keck0059_MC1.txt,273901,1011810
Keck0100_MC1.txt,220312,343504
Keck0113_MC1.txt,566751,726906
Keck0120_MC1.txt,392071,578979
Keck0071_MC1.txt,383596,660689
Keck0055_MC1.txt,339438,579543
Keck0107_MC1.txt,320924,478237
HIP17534.txt,323419,7523888
Keck0087_MC1.txt,325656,506621
Keck0060_MC1.txt,232243,335771
Keck0093_MC1.txt,565159,831803
Keck0072_MC1.txt,296108,372354
Keck0108_MC1.txt,180194,312082
Keck0101_MC1.txt,394264,868271
Keck0080_MC1.txt,530160,702741
Keck0061_MC1.txt,231207,328628
Keck0088_MC1.txt,309829,460078
Keck0114_MC1.txt,504540,603140
Keck0109_MC1.txt,203325,310660
Keck0069_MC1.txt,710739,954706
Keck0073_MC1.txt,323242,540219
Keck0102_MC1.txt,257005,357607
Keck0062_MC1.txt,273732,416272
Keck0094_MC1.txt,516555,737456
Keck0081_MC1.txt,338018,574883
Keck0089_MC1.txt,268804,409002
Keck0110_MC1.txt,239189,352547
Keck0115_MC1.txt,316179,651027
Keck0103_MC1.txt,200491,295273
Keck0074_MC1.txt,273168,452222
Keck0090_MC1.txt,274303,421369
Keck0111_MC1.txt,296900,442948
Keck0075_MC1.txt,222930,287903
Keck0082_MC1.txt,389372,722128
Keck0116_MC1.txt,434085,605981
Keck0104_MC1.txt,474703,666474
Keck0095_MC1.txt,624816,833538
Keck0076_MC1.txt,346232,717287
Keck0083_MC1.txt,420659,582362
Keck0117_MC1.txt,326096,629995
Keck0096_MC1.txt,400094,757994
Keck0118_MC1.txt,391606,838358
Keck0097_MC1.txt,447252,575455
