,run,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34
742,730003390101_S136_L002,489,650,228,699,41,73,56,305,0,82,3,255,4,21,118,50,0,28,1,10,1,0,0,0,0,0,17,7,23,8,4,2,0,0,1
743,670005040101_S110_L002,744,901,0,1022,47,2,0,3,1,78,3,286,0,10,87,49,3,22,1,0,1,0,0,1,1,10,10,7,10,5,7,0,0,0,0
744,780008460808_S151_L002,0,13,359,0,0,57,53,323,0,76,1,122,0,27,98,32,13,6,1,4,5,2,1,1,0,0,8,0,3,2,2,0,0,2,0
745,670004670808_S168_L002,0,0,210,0,0,19,25,233,0,27,0,85,1,8,63,22,1,8,0,3,3,2,0,0,0,0,8,0,14,5,1,3,1,1,0
746,670004780808_S176_L002,1,0,472,0,0,43,28,251,0,50,0,28,0,36,18,35,3,6,2,9,4,6,0,0,0,0,7,0,20,9,2,2,3,12,0
747,730002760808_S50_L001,0,0,41,0,0,31,33,33,1,32,0,179,0,8,102,28,3,12,1,1,3,0,0,2,0,0,1,0,11,4,1,0,0,0,0
748,770101710808_S79_L001,4,0,230,0,0,45,33,269,0,80,4,261,0,15,70,35,4,5,4,9,3,0,0,1,1,0,10,0,20,5,7,6,0,3,0
749,670005050808_S158_L002,1,0,10,0,0,53,0,0,3,45,2,149,4,57,238,56,21,12,4,0,0,0,0,1,0,0,7,0,15,12,9,0,0,0,0
750,630001240808_S112_L002,0,0,54,0,0,13,18,102,0,26,0,153,1,11,53,23,0,1,0,0,0,0,1,0,0,0,7,0,4,2,0,1,0,1,0
751,330000730808_S73_L001,0,0,296,0,0,50,50,347,1,114,3,154,0,28,141,73,4,46,2,6,4,3,1,0,0,0,18,0,17,6,2,1,3,0,0
752,460002030808_S16_L001,0,0,446,23,0,73,39,473,1,128,1,304,4,31,255,61,53,26,1,22,4,2,1,1,1,0,20,0,25,4,3,1,4,4,0
753,670005410808_S162_L002,0,0,449,0,0,20,40,509,2,111,3,145,0,65,130,44,13,18,6,12,5,1,1,0,1,0,11,0,25,10,4,2,1,5,0
754,630002590808_S107_L002,0,0,133,0,0,2,33,70,0,44,1,268,0,7,52,23,12,4,1,9,4,2,0,0,0,0,7,0,7,1,3,0,0,0,0
755,670002450808_S189_L002,0,0,302,0,0,60,34,440,0,73,3,179,0,23,153,73,1,15,1,3,0,0,2,1,0,0,16,0,10,9,6,1,2,1,0
756,260002890808_S87_L001,0,0,0,0,1,1,0,0,0,39,1,123,0,7,86,14,1,1,1,0,0,2,0,0,0,0,3,0,8,3,1,0,0,0,0
757,210002900808_S144_L002,0,0,27,0,0,0,0,3,0,17,1,56,0,5,50,12,2,0,3,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0
758,210000500808_S161_L002,0,0,213,0,0,45,39,232,0,73,1,225,0,16,33,42,3,26,2,0,4,4,0,0,0,0,13,0,5,12,4,2,0,1,0
759,670005400101_S134_L002,452,350,229,607,69,28,42,106,0,78,1,117,0,19,77,26,2,4,1,8,2,0,0,0,0,2,5,3,4,3,0,0,2,0,0
760,210001870808_S127_L002,0,0,153,0,0,55,19,93,0,54,2,76,0,14,48,17,0,15,2,1,3,0,0,0,0,0,10,0,6,5,1,1,0,0,0
761,250003530808_S98_L002,0,0,144,0,0,46,41,261,2,74,2,480,0,8,77,37,2,30,3,2,0,0,0,0,0,0,3,0,8,11,3,0,2,4,0
762,670005550808_S7_L001,0,0,163,0,0,43,25,216,0,33,0,37,0,6,111,7,24,18,2,0,0,0,0,0,1,0,3,0,10,2,1,0,1,4,0
763,670004580101_S111_L002,750,340,177,728,23,2,35,249,0,47,0,216,0,15,50,39,10,5,5,3,4,0,0,0,1,11,16,13,12,5,1,1,1,0,0
764,460002740808_S11_L001,0,0,313,31,0,15,54,258,0,62,1,144,0,11,79,36,13,4,2,0,0,3,0,1,0,0,9,0,7,5,3,1,0,0,0
765,630001500808_S118_L002,0,0,64,0,0,0,10,129,0,29,1,135,0,16,55,3,13,2,1,0,2,0,1,0,0,0,4,0,7,3,1,0,0,0,0
766,210004320808_S105_L002,0,0,210,0,0,3,31,82,0,59,1,134,0,6,67,28,2,14,2,0,0,0,0,0,0,0,14,0,15,4,1,0,0,1,0
767,730000960808_S35_L001,0,0,568,0,0,37,42,221,1,71,5,302,0,75,204,37,22,12,4,15,6,0,0,0,0,0,10,0,20,5,3,0,2,5,0
768,550001480808_S114_L002,0,0,149,0,0,15,19,208,0,55,1,98,0,11,94,18,2,2,0,0,3,0,0,0,0,0,12,0,16,5,2,1,0,1,0
769,730000420808_S25_L001,0,0,374,0,0,57,29,281,1,81,5,314,2,16,92,15,10,11,2,2,0,2,0,3,0,0,12,0,16,6,3,0,0,2,0
770,780004650808_S78_L001,235,257,261,354,5,56,75,386,0,54,3,254,0,14,79,13,1,8,2,1,2,0,0,0,1,1,7,11,7,6,1,1,1,3,7
771,330000630808_S74_L001,0,0,98,0,0,42,19,163,0,36,1,171,0,4,146,24,2,12,0,5,0,2,0,1,0,0,4,0,8,4,1,1,0,4,0
772,550001010808_S147_L002,0,0,111,0,0,16,8,42,0,16,2,101,0,7,84,25,0,14,2,0,0,0,0,0,0,0,5,0,9,6,1,0,0,0,0
773,670004790808_S16_L001,0,0,97,0,0,19,24,230,0,105,0,112,0,45,127,27,2,16,2,1,3,2,0,0,0,0,8,0,5,5,0,1,0,2,0
774,730001630808_S52_L001,0,0,157,0,0,70,47,190,0,33,2,84,4,36,99,52,11,8,3,9,2,3,0,0,1,0,1,0,15,1,1,0,0,2,0
775,780008500808_S147_L002,0,0,366,0,0,46,42,283,1,91,1,125,8,21,176,61,3,30,1,9,1,4,2,0,0,0,12,0,25,5,5,1,1,5,0
776,550002560808_S178_L002,0,0,86,0,0,3,26,139,0,39,2,139,0,6,30,26,4,1,1,0,0,0,0,0,0,0,9,1,12,3,4,2,0,0,0
777,330000520808_S63_L001,0,0,296,0,17,84,26,283,0,83,2,216,0,45,157,34,5,8,4,1,3,0,1,1,1,0,14,0,23,6,1,2,0,4,0
778,550001680808_S180_L002,0,0,64,0,0,18,13,96,0,33,2,91,0,9,29,16,10,3,0,0,0,0,0,0,0,0,2,0,7,1,0,1,1,0,0
779,730003400101_S144_L002,481,263,70,593,32,3,21,89,0,44,4,133,0,28,47,25,1,13,0,0,0,0,0,0,0,6,5,7,14,9,4,2,0,2,0
780,630000860808_S123_L002,0,0,149,0,0,1,13,121,0,35,0,122,0,11,25,12,1,2,1,2,0,0,0,0,1,0,10,0,1,4,0,0,0,1,0
781,330000740808_S76_L001,0,0,402,0,0,44,30,398,2,57,1,217,0,28,86,30,1,24,3,11,0,5,0,2,1,0,8,0,8,9,1,1,0,5,0
782,670004950808_S142_L002,0,0,390,6,0,17,70,367,1,112,5,149,8,42,45,39,3,41,4,5,1,5,0,0,1,0,12,0,25,6,6,2,1,2,0
783,670004700808_S154_L002,0,0,267,0,0,56,75,197,1,115,2,270,0,33,140,34,11,27,4,18,4,0,0,0,1,0,12,0,20,10,4,2,2,5,0
784,670005280808_S161_L002,0,0,426,0,0,96,53,383,0,88,2,168,0,19,169,50,3,43,5,9,6,0,0,2,0,0,21,0,10,6,6,5,1,0,0
785,670005110808_S179_L002,0,0,210,36,0,29,37,195,0,38,1,250,0,34,71,15,1,24,2,15,0,2,0,0,1,0,3,0,6,4,5,0,0,8,0
786,630001250808_S111_L002,0,0,1,0,0,14,0,0,0,33,1,179,0,14,32,27,11,3,1,0,0,0,1,0,0,0,6,0,11,1,0,0,0,0,0
787,730003130808_S38_L001,0,0,318,0,1,30,25,310,0,70,1,311,0,80,125,22,1,4,2,8,2,2,1,2,0,0,6,0,10,5,4,2,0,5,0
788,730000410101_S167_L002,387,480,168,496,22,42,15,150,0,43,0,136,4,5,135,31,1,5,2,4,0,0,0,0,0,0,6,4,6,4,0,0,0,0,3
789,550002680808_S155_L002,0,0,80,0,0,14,19,106,1,42,1,225,0,6,53,15,4,0,1,0,2,0,0,0,0,0,2,0,11,3,4,0,0,1,0
790,210000600808_S129_L002,0,0,62,0,0,17,15,76,0,14,1,66,0,4,104,30,0,12,2,1,0,0,0,0,0,0,1,0,6,5,2,1,0,2,0
791,260002920808_S96_L001,0,0,119,0,0,14,20,113,1,23,0,44,0,0,9,11,2,9,1,5,2,1,0,0,0,0,5,0,1,3,1,1,1,2,0
792,210002930808_S135_L002,0,0,30,0,0,1,7,34,0,19,0,84,0,2,19,9,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
793,670004510808_S167_L002,0,0,117,0,0,41,10,262,0,81,3,261,0,51,144,70,1,18,8,1,6,4,0,0,1,0,11,0,14,6,8,0,1,0,0
794,670002260808_S15_L001,0,0,613,0,0,135,80,480,2,128,1,252,0,80,172,54,2,83,3,12,4,3,0,0,4,0,18,0,26,9,11,3,4,13,0
795,730000500808_S26_L001,0,0,292,0,0,54,60,281,1,51,2,230,0,20,117,42,3,41,1,19,2,0,0,0,1,0,5,0,15,1,0,2,1,3,0
796,640000470808_S21_L001,0,0,15,0,0,0,2,5,0,1,1,228,0,0,20,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
797,500003560808_S51_L001,0,0,270,0,0,42,30,180,1,37,2,88,1,15,111,28,1,36,1,11,4,0,1,0,1,0,7,0,5,5,1,1,0,9,0
798,640001950808_S61_L001,0,0,35,0,0,15,0,17,0,5,0,83,0,3,16,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
799,640001870808_S54_L001,0,0,159,0,0,2,30,206,1,66,8,280,0,30,34,21,4,5,1,0,0,0,0,0,1,0,6,0,8,5,4,0,0,3,0
800,670005420808_S160_L002,0,0,521,0,0,31,59,297,2,97,3,225,0,49,192,56,4,16,4,15,1,2,0,2,0,0,11,0,25,14,6,2,0,7,0
801,210004500808_S119_L002,0,0,18,0,0,2,18,77,0,23,1,146,0,1,24,12,2,0,0,0,0,0,0,1,0,0,0,0,15,2,0,0,2,5,0
802,780008510808_S152_L002,0,0,109,0,0,54,34,176,0,108,3,105,0,17,55,27,0,5,2,3,0,0,0,0,0,0,3,0,6,4,3,0,2,4,0
803,670004810808_S147_L002,0,0,474,0,0,64,90,608,2,141,6,422,0,39,202,46,14,34,5,20,3,5,0,0,0,0,6,0,40,7,4,2,0,8,0
804,630001510808_S120_L002,0,0,132,0,0,44,30,49,0,32,3,114,0,19,66,21,1,2,5,0,1,0,0,0,0,0,2,0,4,4,2,0,1,0,0
805,550002620808_S172_L002,0,0,300,0,0,28,23,225,1,62,0,124,0,40,119,22,2,13,3,5,3,2,0,0,0,0,8,0,5,4,2,0,1,0,0
806,330000650808_S71_L001,0,0,165,0,0,15,12,206,0,34,4,28,0,9,19,63,2,3,3,13,0,2,0,0,1,0,7,0,28,4,4,1,0,5,0
807,670005640808_S8_L001,0,0,220,0,0,41,20,58,0,72,2,116,0,31,91,26,10,19,1,1,2,0,0,0,0,0,11,0,17,6,4,1,0,0,0
808,640002090808_S65_L001,0,0,128,0,0,14,28,32,0,28,1,44,0,4,26,18,1,0,0,0,0,0,0,0,0,0,11,0,9,5,2,0,0,2,0
809,770104400808_S60_L001,0,0,532,22,0,62,87,451,1,155,9,269,0,48,259,49,13,8,4,16,6,2,2,2,0,0,15,0,22,13,7,0,1,6,0
810,550001850808_S122_L002,0,0,207,0,0,2,5,143,0,54,0,106,0,18,25,13,2,3,4,0,0,0,0,0,0,0,5,0,3,2,1,0,0,0,0
811,670004800808_S2_L001,0,0,69,0,0,41,14,146,0,29,1,170,0,13,35,13,0,2,0,0,0,0,0,0,0,0,1,0,11,5,2,0,1,0,0
812,210002010808_S128_L002,0,0,57,0,0,28,21,117,1,38,3,297,0,4,20,39,3,2,4,4,1,0,0,1,0,0,6,0,9,5,1,1,0,0,0
813,730001190808_S36_L001,2,0,596,0,0,84,69,379,1,103,3,90,0,34,136,44,1,59,0,15,4,1,0,0,2,0,18,0,42,10,6,3,0,11,0
814,730002210808_S51_L001,0,0,217,15,0,82,37,300,0,64,2,244,0,29,170,75,32,14,6,4,2,0,1,0,0,0,8,0,16,5,3,0,2,1,0
815,210001500808_S145_L002,0,0,204,0,0,44,59,230,1,58,2,51,0,14,99,25,1,5,2,1,0,0,0,0,1,0,4,0,11,5,2,2,1,5,0
816,780003310808_S68_L001,0,0,109,0,0,14,10,83,0,41,2,77,0,22,27,10,0,3,0,4,2,0,0,0,0,0,2,0,6,3,1,1,0,0,0
817,630001340808_S113_L002,0,0,15,0,0,13,19,36,0,47,0,40,1,23,125,19,3,1,3,0,2,0,0,0,0,0,6,0,17,2,1,1,0,2,0
818,550001560808_S154_L002,0,1,156,0,0,0,14,166,0,50,2,260,0,28,105,21,3,15,2,1,0,0,0,0,1,0,10,0,12,4,3,1,0,1,0
819,550001080808_S146_L002,0,0,39,0,0,17,3,42,1,125,1,172,4,15,97,26,2,9,3,2,0,1,1,1,0,0,9,0,18,6,3,0,0,0,0
820,330000540808_S65_L001,0,0,159,0,0,40,26,161,1,59,0,309,0,24,87,11,1,4,0,0,0,0,0,0,0,0,7,0,13,6,1,0,1,1,0
821,670005320808_S128_L002,0,0,10,0,0,34,0,22,0,80,2,204,0,23,117,35,4,15,0,0,1,2,0,0,1,0,4,0,6,3,1,0,1,0,0
822,640002380808_S17_L001,0,0,92,0,0,41,18,107,0,55,2,183,0,5,42,18,0,1,1,2,2,0,1,0,0,0,13,0,4,1,0,0,0,0,0
823,670005130808_S175_L002,10,0,0,0,0,58,0,36,0,149,2,468,1,27,136,24,1,7,1,0,1,1,0,0,1,0,2,0,24,10,4,0,0,0,0
824,670004960808_S165_L002,0,0,293,0,0,44,38,374,0,85,3,180,0,23,109,28,4,54,2,3,2,2,2,1,1,0,8,0,9,8,3,1,0,4,0
825,630000880808_S114_L002,0,0,163,0,0,14,34,215,1,57,3,253,4,4,64,39,0,0,3,0,0,1,0,0,1,0,4,0,13,3,1,1,0,1,0
826,640001880808_S62_L001,0,0,148,0,0,1,42,83,0,46,2,93,0,27,54,17,1,10,2,0,0,0,0,0,0,0,1,0,6,2,1,0,0,0,0
827,260004160808_S93_L001,0,0,269,0,0,3,28,85,0,21,1,78,0,2,26,14,1,4,1,2,0,0,1,0,0,0,14,0,3,3,2,0,0,1,0
828,640003520808_S89_L001,0,0,31,0,0,14,0,11,1,12,0,146,0,3,2,4,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0
829,730000530808_S27_L001,0,0,477,31,0,41,74,310,0,71,1,362,0,19,140,41,4,28,5,22,4,6,0,0,2,0,11,0,15,9,1,3,0,3,0
830,670004540808_S9_L001,0,0,222,0,1,40,15,262,0,90,1,114,4,75,136,31,16,36,3,15,0,6,0,1,0,0,6,0,12,7,2,1,0,4,0
831,730003150808_S37_L001,0,0,296,0,0,43,51,292,3,54,3,207,4,67,87,32,6,11,5,8,5,0,0,2,0,0,11,0,17,12,2,2,0,7,0
832,550002690808_S132_L002,0,0,109,0,0,14,36,148,0,40,2,111,0,15,34,33,2,1,3,4,0,0,0,1,0,0,5,0,9,1,1,2,0,1,0
833,330000750808_S78_L001,0,0,355,0,0,74,32,341,1,85,3,215,0,10,163,49,3,56,3,5,6,3,1,1,2,0,7,0,16,6,3,2,1,3,0
834,780003930808_S76_L001,0,0,55,0,0,13,0,6,1,6,1,57,0,6,51,4,1,9,2,0,0,0,0,0,0,0,1,0,8,4,0,0,0,0,0
835,780008550808_S150_L002,0,0,190,0,0,55,46,158,0,41,0,133,0,25,44,26,0,13,2,0,1,4,1,0,0,0,5,0,6,6,3,0,0,1,0
836,210003070808_S84_L001,9,0,16,0,0,0,0,22,0,10,1,66,0,3,16,7,0,1,0,0,0,1,0,0,0,0,6,0,5,0,1,0,0,0,0
837,640003070808_S11_L001,0,0,112,0,0,43,13,130,0,52,0,206,0,22,90,30,1,13,2,0,1,0,0,0,2,0,15,0,15,7,9,1,0,0,0
838,910000140808_S123_L002,0,0,1416,0,0,92,167,1121,0,224,8,743,0,56,176,123,6,42,9,28,6,2,4,1,4,0,14,0,33,10,9,5,5,14,0
839,640001680808_S14_L001,0,0,57,0,0,13,29,123,2,9,0,39,0,4,19,8,0,2,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0
840,340003480808_S131_L002,0,0,142,0,0,14,7,187,0,24,1,67,0,10,5,26,1,4,1,1,0,0,0,0,0,0,3,0,5,3,1,0,1,1,0
841,670005460808_S137_L002,0,0,253,0,1,57,50,260,0,71,2,321,0,36,116,36,12,16,1,0,5,3,1,1,0,0,3,0,14,6,4,0,0,2,0
842,780003330808_S44_L001,7,0,74,0,0,27,9,42,0,19,0,41,0,2,61,5,0,10,0,0,3,0,0,0,0,0,2,0,9,3,2,0,0,0,0
843,640001980808_S85_L001,0,0,38,0,0,13,15,75,0,23,0,35,0,3,34,12,0,2,1,0,0,1,0,0,0,0,6,0,3,5,1,2,0,0,0
844,330000660808_S67_L001,0,0,95,30,1,53,15,125,0,52,0,94,0,6,27,22,0,12,1,9,0,2,1,2,0,0,11,0,3,5,2,0,0,1,0
845,770104420808_S61_L001,0,0,59,0,0,0,16,104,0,23,1,40,0,2,24,14,13,12,1,4,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0
846,670004830808_S143_L002,0,0,329,0,0,31,40,204,1,62,2,125,0,37,103,37,10,8,0,12,2,1,0,0,1,0,5,0,5,6,4,2,0,1,0
847,210001740808_S153_L002,0,0,198,0,0,56,30,207,0,68,3,193,0,22,59,30,3,4,1,0,1,0,1,2,0,0,10,0,7,5,2,2,0,3,0
848,670004850808_S5_L001,0,29,155,0,0,33,21,114,1,80,4,168,0,29,90,56,20,9,1,2,0,3,0,0,0,0,7,0,9,8,8,2,0,0,0
849,550002640808_S171_L002,0,0,161,0,0,15,3,101,1,24,1,116,0,10,80,16,0,2,1,1,0,0,0,0,3,0,4,0,22,6,2,0,1,1,0
850,550001590808_S179_L002,0,0,112,0,0,1,16,140,2,37,1,72,0,4,29,12,1,12,2,0,0,1,0,0,1,0,4,0,1,0,2,1,0,0,0
851,550002130808_S107_L002,0,0,212,0,0,15,38,213,0,89,4,277,0,25,116,39,3,4,2,8,2,0,0,0,1,0,6,0,18,6,2,1,1,2,0
852,630001520808_S117_L002,0,0,47,0,1,31,13,99,0,39,1,360,8,22,36,37,69,3,0,0,2,0,0,0,0,0,34,0,13,7,3,0,0,0,0
853,670005330808_S126_L002,0,0,65,0,1,17,3,18,0,19,0,94,0,40,25,5,1,5,3,1,0,0,0,0,0,0,4,0,10,2,2,1,0,0,0
854,210002120808_S169_L002,0,22,0,0,0,68,6,0,0,45,2,168,0,25,121,37,13,4,3,0,2,0,0,0,0,0,9,0,13,2,3,0,0,0,0
855,330000560808_S77_L001,0,0,354,0,0,15,18,237,0,17,1,115,0,8,99,27,1,34,2,14,0,2,1,1,3,0,4,0,2,4,3,2,0,1,0
856,730002430808_S47_L001,0,0,243,0,0,42,32,173,0,22,2,387,4,12,84,30,1,7,1,11,0,4,0,0,0,0,12,0,3,6,0,2,0,1,0
857,550002710808_S185_L002,0,0,7,0,0,26,38,48,0,20,2,149,0,15,53,40,4,4,1,2,2,0,0,0,0,0,15,0,8,7,4,0,1,0,0
858,210003260808_S137_L002,0,0,249,0,0,42,17,299,0,59,1,114,0,22,70,37,15,12,3,6,5,0,0,0,0,0,11,0,13,2,1,2,0,1,0
859,730001460808_S53_L001,0,0,210,0,0,48,60,408,1,87,3,390,0,44,156,56,3,17,1,3,2,0,0,1,2,0,25,0,17,9,4,0,1,1,0
860,630001430808_S125_L002,0,0,90,0,0,3,3,109,1,68,1,111,0,13,19,23,1,1,0,2,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0
861,670005650808_S11_L001,0,0,480,0,0,84,67,544,2,42,6,225,0,79,83,100,5,27,2,0,6,0,0,1,2,0,21,0,26,15,6,2,1,3,0
862,730004100808_S46_L001,0,0,603,0,0,30,84,329,1,75,2,262,0,41,113,56,6,6,5,12,0,2,0,0,0,0,11,0,24,9,2,4,0,2,0
863,640002180808_S33_L001,0,0,85,0,0,14,7,197,0,59,1,229,0,40,24,36,3,4,0,2,1,0,1,0,1,0,7,0,18,4,2,2,0,2,0
864,550001180808_S115_L002,0,0,107,0,0,2,13,60,0,53,0,56,0,11,27,7,1,3,0,0,0,0,1,0,0,0,4,0,5,3,2,0,0,0,0
865,730000540808_S29_L001,0,0,439,0,0,73,66,643,0,86,4,339,1,70,159,41,10,58,5,13,7,3,0,0,2,0,6,0,35,12,7,4,6,7,0
866,640003080808_S29_L001,0,0,56,0,0,13,12,44,0,12,1,37,0,1,3,3,9,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
867,630001110808_S115_L002,0,0,131,0,0,14,7,135,0,48,1,114,0,8,51,13,1,20,2,3,0,0,1,1,0,0,4,0,4,1,3,1,0,4,0
868,670004550808_S6_L001,0,0,528,0,1,69,71,648,1,168,1,248,0,53,67,44,4,11,5,17,2,2,0,0,0,0,12,0,26,6,6,7,0,8,0
869,640003580808_S34_L001,0,2,107,0,1,1,13,98,0,31,1,97,1,6,7,16,1,0,2,0,1,0,0,0,1,0,5,0,9,1,0,0,0,0,0
870,780003480808_S43_L001,0,0,65,0,0,43,37,97,1,72,1,71,0,3,26,24,11,12,1,4,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0
871,780004090808_S60_L001,0,0,115,0,0,2,11,113,0,27,1,51,0,13,70,6,11,19,0,7,4,0,0,0,2,0,3,0,4,5,2,1,0,2,0
872,330000800808_S62_L001,0,0,320,0,0,43,32,252,1,114,1,261,0,47,172,22,2,5,5,5,2,2,2,1,0,0,6,0,19,6,1,1,0,1,0
873,640002700808_S73_L001,0,0,156,0,0,14,32,71,0,28,0,201,0,23,17,26,2,14,0,4,0,0,0,0,0,0,1,0,7,1,1,0,0,2,0
874,640001890808_S70_L001,0,0,101,0,0,2,17,145,0,12,1,36,0,14,57,18,1,0,0,0,0,2,0,0,0,0,5,0,11,0,1,0,0,0,0
875,210000460808_S175_L002,0,0,53,0,0,3,2,69,0,40,1,150,0,11,44,14,1,2,0,0,0,0,0,0,0,0,2,0,1,3,1,0,0,0,0
876,640001690808_S22_L001,0,0,33,0,0,14,8,11,0,25,2,96,0,3,13,11,3,2,3,0,0,0,0,0,0,0,8,0,6,3,3,0,1,2,0
877,640001990808_S93_L001,0,0,45,0,0,0,0,6,0,0,0,57,0,2,5,4,0,0,1,0,0,0,0,0,0,0,4,0,2,1,1,0,1,0,0
878,670004870808_S12_L001,0,0,327,0,0,82,46,273,0,85,1,33,0,29,77,29,2,20,1,21,0,0,1,1,1,0,4,0,14,3,2,1,0,4,0
879,330000680808_S64_L001,0,0,221,0,0,43,17,152,0,92,2,106,0,24,101,38,9,35,2,5,0,0,0,0,1,0,7,0,6,10,2,0,1,6,0
880,210001750808_S111_L002,0,0,153,0,2,13,22,209,0,40,3,121,0,5,57,38,0,2,0,2,0,0,0,0,0,0,13,0,9,2,4,1,0,4,0
881,550002140808_S123_L002,2,0,161,0,0,0,26,129,1,50,0,77,0,8,10,9,0,1,1,0,2,0,0,0,0,0,5,0,7,2,0,0,0,0,0
882,550002650808_S108_L002,0,0,49,0,0,15,18,88,0,52,0,178,4,35,55,24,4,4,2,1,3,0,0,1,1,0,8,0,11,3,4,1,0,1,0
883,780004990808_S148_L002,0,0,180,0,0,15,39,155,0,60,1,265,1,17,74,18,22,2,1,11,1,2,0,1,0,0,9,3,4,1,1,1,0,2,0
884,210003310808_S112_L002,0,0,166,0,1,2,13,53,0,25,1,49,0,5,16,31,1,0,2,1,0,0,0,0,0,0,5,0,6,1,2,1,2,0,0
885,550003260808_S186_L002,0,0,67,0,0,0,17,58,0,27,3,94,0,5,12,14,2,2,0,0,0,0,0,0,0,0,6,0,4,5,4,0,0,0,0
886,550001610808_S148_L002,0,0,25,0,0,14,12,54,0,47,1,44,4,6,92,30,0,2,0,0,2,0,0,0,0,0,9,0,10,3,1,0,0,0,0
887,550000660808_S156_L002,6,0,211,0,0,2,27,230,0,64,1,209,0,27,37,27,0,5,1,0,0,0,0,0,0,0,10,0,3,7,4,0,0,2,0
888,550001240808_S130_L002,0,0,307,0,0,14,29,108,0,35,0,292,0,8,41,35,14,8,0,0,2,0,0,0,0,0,4,0,11,7,4,0,0,1,0
889,670004600808_S13_L001,0,0,191,22,0,47,43,271,0,61,1,238,4,13,79,36,1,18,1,11,2,0,0,0,1,0,4,0,8,6,6,0,3,3,0
890,730000910808_S33_L001,0,0,195,0,0,46,36,98,0,95,6,204,0,66,56,28,0,25,2,1,4,2,0,1,1,0,3,0,28,2,3,0,0,2,0
891,630001440808_S121_L002,0,0,129,0,0,55,22,122,1,75,1,173,0,22,50,24,0,9,1,0,0,0,0,2,2,0,10,0,19,7,2,0,0,0,0
892,330000860808_S75_L001,0,0,274,0,0,43,32,91,1,86,1,441,4,16,67,24,3,20,1,0,0,0,1,0,1,0,11,0,4,4,0,0,0,0,0
893,780003510808_S92_L001,0,0,20,0,0,14,1,21,0,3,0,23,0,2,22,5,0,2,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,1,0
894,910000320808_S121_L002,0,0,497,1,0,91,79,745,0,120,4,267,1,80,143,55,3,18,2,2,2,0,0,2,2,0,8,0,33,8,6,5,0,1,0
895,640003090808_S5_L001,0,0,97,0,0,14,22,111,1,54,1,174,0,4,38,22,2,4,0,0,0,0,0,0,0,0,6,0,7,3,1,1,0,0,0
896,730001480808_S54_L001,0,1,507,0,0,97,35,456,0,89,3,48,0,45,104,65,0,27,3,21,5,4,0,1,0,0,21,0,18,5,5,3,0,6,0
897,730004360808_S39_L001,0,0,276,0,0,19,52,497,2,78,6,478,17,14,122,15,30,15,0,4,1,0,0,1,2,0,15,0,14,13,5,0,0,6,0
898,670005680808_S3_L001,0,0,134,0,0,15,16,179,0,60,1,48,0,19,49,27,0,14,3,10,0,3,0,1,1,0,1,0,5,3,1,2,0,2,0
899,730002460808_S48_L001,0,0,144,0,0,73,33,108,0,62,1,223,0,19,63,33,12,33,4,1,1,0,0,1,0,0,8,0,20,2,1,0,1,1,0
900,640002210808_S15_L001,0,0,312,0,1,21,57,356,0,49,2,217,0,23,106,36,5,10,3,1,0,0,0,0,0,0,7,0,17,2,5,2,2,0,0
901,330000590808_S70_L001,0,0,90,0,0,68,22,106,0,54,4,143,0,25,91,25,4,7,7,7,3,0,0,0,0,0,3,0,19,7,4,1,0,0,0
902,210000470808_S143_L002,0,0,5,0,0,14,3,46,0,21,0,58,4,11,63,8,1,6,0,0,0,0,0,1,0,0,2,0,1,5,2,0,0,0,0
903,630001530808_S119_L002,0,0,79,0,0,2,21,122,0,39,3,637,4,2,52,30,0,0,0,1,1,0,0,0,0,0,11,0,5,3,1,3,0,0,0
904,640001910808_S37_L001,0,0,92,0,0,3,6,128,0,25,0,111,0,3,89,29,2,1,1,2,2,0,0,0,1,0,5,0,16,3,2,1,0,0,0
905,550002480808_S170_L002,0,0,25,0,0,14,25,43,0,51,1,132,0,3,12,14,1,2,2,0,0,0,0,0,0,0,3,0,7,1,1,0,0,0,0
906,630001140808_S110_L002,0,0,167,0,0,2,27,211,1,61,3,156,0,9,137,34,4,17,1,3,2,0,0,0,0,0,6,0,17,2,2,2,1,2,0
907,640001780808_S30_L001,0,0,56,0,0,14,6,47,0,44,0,94,0,22,72,26,2,12,0,0,0,0,1,0,0,0,4,0,13,3,3,1,0,1,0
