run,number_of_clones
460001030808_S152_L002.clonotypes.TRB.txt,4315
270000050808_S111_L002.clonotypes.TRB.txt,17223
360001560808_S165_L002.clonotypes.TRB.txt,12806
540003340808_S73_L001.clonotypes.TRB.txt,10937
050000970808_S55_L001.clonotypes.TRB.txt,8298
400000290808_S134_L002.clonotypes.TRB.txt,19376
690002080808_S58_L001.clonotypes.TRB.txt,16865
690000120808_S50_L001.clonotypes.TRB.txt,11105
540002870808_S17_L001.clonotypes.TRB.txt,5749
440000960808_S80_L001.clonotypes.TRB.txt,6797
500000570808_S42_L001.clonotypes.TRB.txt,11214
330001710808_S177_L002.clonotypes.TRB.txt,6662
050002070808_S58_L001.clonotypes.TRB.txt,10207
300000710808_S124_L002.clonotypes.TRB.txt,17971
330002090808_S89_L001.clonotypes.TRB.txt,11739
540002980808_S25_L001.clonotypes.TRB.txt,1473
360001400808_S125_L002.clonotypes.TRB.txt,8018
330001080808_S148_L002.clonotypes.TRB.txt,13779
340002530808_S172_L002.clonotypes.TRB.txt,11774
540002660808_S177_L002.clonotypes.TRB.txt,5755
440000040808_S191_L002.clonotypes.TRB.txt,19103
270000140808_S174_L002.clonotypes.TRB.txt,24960
050001870808_S147_L002.clonotypes.TRB.txt,8544
690001370808_S32_L001.clonotypes.TRB.txt,14183
330000580808_S125_L002.clonotypes.TRB.txt,9122
020000190808_S27_L001.clonotypes.TRB.txt,16540
500001010808_S178_L002.clonotypes.TRB.txt,22233
050000240808_S85_L001.clonotypes.TRB.txt,11036
440001090808_S88_L001.clonotypes.TRB.txt,3309
440000860808_S47_L001.clonotypes.TRB.txt,19600
330000960808_S141_L002.clonotypes.TRB.txt,10839
400000130808_S158_L002.clonotypes.TRB.txt,8955
050000990808_S40_L001.clonotypes.TRB.txt,6284
020003900808_S43_L001.clonotypes.TRB.txt,13085
540003020808_S33_L001.clonotypes.TRB.txt,6021
020003020808_S91_L001.clonotypes.TRB.txt,14499
460001050808_S175_L002.clonotypes.TRB.txt,10611
270001070808_S158_L002.clonotypes.TRB.txt,17252
020000390808_S189_L002.clonotypes.TRB.txt,11882
360001680808_S149_L002.clonotypes.TRB.txt,10189
270000010808_S182_L002.clonotypes.TRB.txt,15829
330002360808_S154_L002.clonotypes.TRB.txt,6685
330001110808_S156_L002.clonotypes.TRB.txt,6444
460001480808_S151_L002.clonotypes.TRB.txt,16626
050001890808_S86_L001.clonotypes.TRB.txt,7040
540003460808_S81_L001.clonotypes.TRB.txt,11248
500001360808_S131_L002.clonotypes.TRB.txt,17227
540002670808_S185_L002.clonotypes.TRB.txt,7087
540002580808_S129_L002.clonotypes.TRB.txt,18083
690001050808_S122_L002.clonotypes.TRB.txt,10695
540003220808_S49_L001.clonotypes.TRB.txt,4142
340002540808_S188_L002.clonotypes.TRB.txt,8874
460000690808_S168_L002.clonotypes.TRB.txt,9744
500001140808_S71_L001.clonotypes.TRB.txt,8722
330001730808_S178_L002.clonotypes.TRB.txt,12207
690001620808_S40_L001.clonotypes.TRB.txt,10057
360001410808_S133_L002.clonotypes.TRB.txt,11589
270001050808_S23_L001.clonotypes.TRB.txt,18042
330000980808_S188_L002.clonotypes.TRB.txt,8457
540003500808_S89_L001.clonotypes.TRB.txt,3743
500000580808_S93_L001.clonotypes.TRB.txt,13359
020000110808_S14_L001.clonotypes.TRB.txt,13056
050001030808_S28_L001.clonotypes.TRB.txt,9431
330000670808_S24_L001.clonotypes.TRB.txt,12076
330001250808_S56_L001.clonotypes.TRB.txt,6720
400000310808_S142_L002.clonotypes.TRB.txt,15974
460001060808_S183_L002.clonotypes.TRB.txt,8330
270000060808_S119_L002.clonotypes.TRB.txt,16553
300000920808_S132_L002.clonotypes.TRB.txt,14095
330001780808_S170_L002.clonotypes.TRB.txt,2314
460000890808_S128_L002.clonotypes.TRB.txt,5693
540002590808_S137_L002.clonotypes.TRB.txt,5988
690001060808_S162_L002.clonotypes.TRB.txt,5170
020004000808_S83_L001.clonotypes.TRB.txt,12963
050001920808_S78_L001.clonotypes.TRB.txt,7183
230002190808_S163_L002.clonotypes.TRB.txt,17080
270000190808_S52_L001.clonotypes.TRB.txt,14818
020000200808_S181_L002.clonotypes.TRB.txt,13853
540003240808_S57_L001.clonotypes.TRB.txt,7160
330000710808_S140_L002.clonotypes.TRB.txt,3396
330002370808_S162_L002.clonotypes.TRB.txt,11120
500001380808_S187_L002.clonotypes.TRB.txt,8479
020003060808_S142_L002.clonotypes.TRB.txt,13703
540003570808_S2_L001.clonotypes.TRB.txt,6183
050000440808_S15_L001.clonotypes.TRB.txt,14941
540002610808_S145_L002.clonotypes.TRB.txt,2804
360001420808_S157_L002.clonotypes.TRB.txt,9563
340002950808_S156_L002.clonotypes.TRB.txt,9446
540002680808_S98_L002.clonotypes.TRB.txt,11211
020004070808_S4_L001.clonotypes.TRB.txt,4752
050001990808_S123_L002.clonotypes.TRB.txt,3756
020000420808_S51_L001.clonotypes.TRB.txt,15704
270001180808_S76_L001.clonotypes.TRB.txt,14994
400002860808_S182_L002.clonotypes.TRB.txt,7975
050001100808_S169_L002.clonotypes.TRB.txt,10439
330001030808_S86_L001.clonotypes.TRB.txt,9874
240101560808_S127_L002.clonotypes.TRB.txt,5274
020000280808_S59_L001.clonotypes.TRB.txt,5968
020000710808_S15_L001.clonotypes.TRB.txt,8382
460001100808_S160_L002.clonotypes.TRB.txt,8800
330000780808_S172_L002.clonotypes.TRB.txt,5506
330002940808_S80_L001.clonotypes.TRB.txt,10120
270000020808_S12_L001.clonotypes.TRB.txt,16505
330001790808_S146_L002.clonotypes.TRB.txt,9885
020000640808_S117_L002.clonotypes.TRB.txt,1181
440000310808_S151_L002.clonotypes.TRB.txt,48086
460000920808_S136_L002.clonotypes.TRB.txt,11623
270000200808_S44_L001.clonotypes.TRB.txt,10465
340002960808_S164_L002.clonotypes.TRB.txt,5255
460001930808_S184_L002.clonotypes.TRB.txt,19880
050001130808_S22_L001.clonotypes.TRB.txt,6653
050001210808_S129_L002.clonotypes.TRB.txt,5362
500000910808_S186_L002.clonotypes.TRB.txt,14481
690001110808_S146_L002.clonotypes.TRB.txt,11575
020003100808_S19_L001.clonotypes.TRB.txt,11071
540002620808_S153_L002.clonotypes.TRB.txt,8198
330002520808_S90_L001.clonotypes.TRB.txt,11310
270001310808_S165_L002.clonotypes.TRB.txt,6717
240101580808_S143_L002.clonotypes.TRB.txt,6503
440000110808_S120_L002.clonotypes.TRB.txt,26555
020000340808_S82_L001.clonotypes.TRB.txt,7217
500001390808_S171_L002.clonotypes.TRB.txt,11772
440000030808_S13_L001.clonotypes.TRB.txt,6457
360001830808_S109_L002.clonotypes.TRB.txt,24789
690001790808_S29_L001.clonotypes.TRB.txt,19731
540002140808_S46_L001.clonotypes.TRB.txt,3507
460001120808_S104_L002.clonotypes.TRB.txt,7624
500001990808_S179_L002.clonotypes.TRB.txt,9690
540003550808_S2_L001.clonotypes.TRB.txt,3431
540002640808_S161_L002.clonotypes.TRB.txt,2647
330001050808_S101_L002.clonotypes.TRB.txt,10204
330002580808_S96_L001.clonotypes.TRB.txt,2563
270001190808_S22_L001.clonotypes.TRB.txt,21110
360001430808_S181_L002.clonotypes.TRB.txt,13315
360001370808_S189_L002.clonotypes.TRB.txt,7849
540003600808_S10_L001.clonotypes.TRB.txt,15406
500001400808_S155_L002.clonotypes.TRB.txt,5001
020004130808_S110_L002.clonotypes.TRB.txt,14292
020003190808_S12_L001.clonotypes.TRB.txt,12876
460004460808_S144_L002.clonotypes.TRB.txt,9824
400003590808_S111_L002.clonotypes.TRB.txt,15080
050002060808_S54_L001.clonotypes.TRB.txt,9467
540002180808_S45_L001.clonotypes.TRB.txt,6865
500003040808_S82_L001.clonotypes.TRB.txt,10356
020000650808_S11_L001.clonotypes.TRB.txt,15118
500001220808_S123_L002.clonotypes.TRB.txt,26977
540002690808_S106_L002.clonotypes.TRB.txt,17102
540003680808_S1_L001.clonotypes.TRB.txt,8634
400000180808_S166_L002.clonotypes.TRB.txt,35920
690001910808_S84_L001.clonotypes.TRB.txt,10187
050000610101_S103_L002.clonotypes.TRB.txt,10192
270000270808_S113_L002.clonotypes.TRB.txt,13554
330001870808_S185_L002.clonotypes.TRB.txt,16885
020003810808_S104_L002.clonotypes.TRB.txt,14720
540000140808_S36_L001.clonotypes.TRB.txt,3904
500002020808_S16_L001.clonotypes.TRB.txt,8852
330001060808_S133_L002.clonotypes.TRB.txt,9833
330000870808_S66_L001.clonotypes.TRB.txt,20098
020000350808_S126_L002.clonotypes.TRB.txt,12986
540002700808_S114_L002.clonotypes.TRB.txt,2551
440000490808_S23_L001.clonotypes.TRB.txt,17404
270000030808_S190_L002.clonotypes.TRB.txt,21070
020003830101_S186_L002.clonotypes.TRB.txt,14038
290000390808_S116_L002.clonotypes.TRB.txt,11619
690001120808_S124_L002.clonotypes.TRB.txt,15005
330000090808_S70_L001.clonotypes.TRB.txt,15355
300000940808_S140_L002.clonotypes.TRB.txt,30398
500000860808_S83_L001.clonotypes.TRB.txt,29794
500000010808_S9_L001.clonotypes.TRB.txt,8041
020004200808_S75_L001.clonotypes.TRB.txt,9085
050001610101_S115_L002.clonotypes.TRB.txt,11904
540002260808_S44_L001.clonotypes.TRB.txt,8086
020003200808_S13_L001.clonotypes.TRB.txt,8776
140003810101_S56_L001.clonotypes.TRB.txt,7982
440001540808_S135_L002.clonotypes.TRB.txt,45397
500001230808_S139_L002.clonotypes.TRB.txt,7443
540001040808_S84_L001.clonotypes.TRB.txt,10590
690001200808_S107_L002.clonotypes.TRB.txt,9404
050000880101_S106_L002.clonotypes.TRB.txt,16218
020003840808_S118_L002.clonotypes.TRB.txt,8174
330002320808_S168_L002.clonotypes.TRB.txt,6055
500000950808_S26_L001.clonotypes.TRB.txt,22527
270000070808_S20_L001.clonotypes.TRB.txt,37296
050000320101_S83_L001.clonotypes.TRB.txt,21027
300000960808_S148_L002.clonotypes.TRB.txt,5119
050001190101_S73_L001.clonotypes.TRB.txt,20330
020003940808_S10_L001.clonotypes.TRB.txt,4445
540002290808_S42_L001.clonotypes.TRB.txt,5998
330000350808_S164_L002.clonotypes.TRB.txt,9027
270000040808_S103_L002.clonotypes.TRB.txt,10415
400000210808_S174_L002.clonotypes.TRB.txt,13380
500001240808_S115_L002.clonotypes.TRB.txt,7555
050000630101_S104_L002.clonotypes.TRB.txt,13248
500000410808_S68_L001.clonotypes.TRB.txt,9657
400004310808_S103_L002.clonotypes.TRB.txt,18015
440002980101_S145_L002.clonotypes.TRB.txt,10355
540002400808_S41_L001.clonotypes.TRB.txt,3161
270000290808_S149_L002.clonotypes.TRB.txt,15587
050002050101_S124_L002.clonotypes.TRB.txt,23600
460000940101_S148_L002.clonotypes.TRB.txt,9237
360001840808_S101_L002.clonotypes.TRB.txt,29301
330003330808_S166_L002.clonotypes.TRB.txt,14402
330001910101_S171_L002.clonotypes.TRB.txt,14894
500001040808_S171_L002.clonotypes.TRB.txt,13600
260002990101_S12_L001.clonotypes.TRB.txt,25183
440000180808_S143_L002.clonotypes.TRB.txt,34582
230003360808_S162_L002.clonotypes.TRB.txt,18121
540001400808_S34_L001.clonotypes.TRB.txt,16138
500001250808_S179_L002.clonotypes.TRB.txt,6198
440003040101_S181_L002.clonotypes.TRB.txt,6479
440000470101_S142_L002.clonotypes.TRB.txt,19439
440000500808_S183_L002.clonotypes.TRB.txt,20500
540002630808_S7_L001.clonotypes.TRB.txt,8650
330000550808_S72_L001.clonotypes.TRB.txt,14397
370000490808_S102_L002.clonotypes.TRB.txt,4288
050001820101_S79_L001.clonotypes.TRB.txt,29989
050000930101_S107_L002.clonotypes.TRB.txt,16369
020000670808_S90_L001.clonotypes.TRB.txt,27460
050000010101_S97_L002.clonotypes.TRB.txt,19559
500000990808_S107_L002.clonotypes.TRB.txt,17073
690001770808_S53_L001.clonotypes.TRB.txt,18109
540000560808_S164_L002.clonotypes.TRB.txt,16583
290002570808_S187_L002.clonotypes.TRB.txt,24704
050001230101_S71_L001.clonotypes.TRB.txt,17135
330001580101_S129_L002.clonotypes.TRB.txt,26513
050001700101_S81_L001.clonotypes.TRB.txt,21784
050000670101_S77_L001.clonotypes.TRB.txt,15038
330000810808_S11_L001.clonotypes.TRB.txt,5177
270000580808_S87_L001.clonotypes.TRB.txt,13320
540001930808_S48_L001.clonotypes.TRB.txt,9063
050000480101_S100_L002.clonotypes.TRB.txt,27054
690002050808_S99_L002.clonotypes.TRB.txt,32163
330003400808_S167_L002.clonotypes.TRB.txt,13115
400000250808_S126_L002.clonotypes.TRB.txt,18794
690000970101_S64_L001.clonotypes.TRB.txt,18246
460000990101_S149_L002.clonotypes.TRB.txt,16789
780000840101_S38_L001.clonotypes.TRB.txt,12958
210002070101_S69_L001.clonotypes.TRB.txt,26801
050002120101_S125_L002.clonotypes.TRB.txt,16972
500001470808_S64_L001.clonotypes.TRB.txt,15167
260002840101_S8_L001.clonotypes.TRB.txt,15189
330002530101_S137_L002.clonotypes.TRB.txt,27101
540002970101_S158_L002.clonotypes.TRB.txt,21866
690001970808_S16_L001.clonotypes.TRB.txt,11277
270000090808_S28_L001.clonotypes.TRB.txt,26822
050000520101_S101_L002.clonotypes.TRB.txt,5833
640002980101_S52_L001.clonotypes.TRB.txt,24547
330001930101_S134_L002.clonotypes.TRB.txt,20786
050001050101_S108_L002.clonotypes.TRB.txt,15554
780005220101_S43_L001.clonotypes.TRB.txt,23471
050000730101_S105_L002.clonotypes.TRB.txt,12689
290002630808_S108_L002.clonotypes.TRB.txt,12617
780003440101_S87_L001.clonotypes.TRB.txt,17456
020002240807_S106_L002.clonotypes.TRB.txt,17590
050001710101_S116_L002.clonotypes.TRB.txt,12754
440003140101_S146_L002.clonotypes.TRB.txt,20606
440000190808_S167_L002.clonotypes.TRB.txt,20972
050001290101_S112_L002.clonotypes.TRB.txt,16640
330001290807_S162_L002.clonotypes.TRB.txt,10423
440000050101_S175_L002.clonotypes.TRB.txt,12035
050000050101_S86_L001.clonotypes.TRB.txt,20002
330001660101_S170_L002.clonotypes.TRB.txt,18441
020000330101_S185_L002.clonotypes.TRB.txt,10322
540001160101_S152_L002.clonotypes.TRB.txt,19000
280001880807_S135_L002.clonotypes.TRB.txt,16346
260004150101_S10_L001.clonotypes.TRB.txt,27395
780004960101_S16_L001.clonotypes.TRB.txt,24378
440002200808_S159_L002.clonotypes.TRB.txt,43424
330002550101_S139_L002.clonotypes.TRB.txt,11951
400004360808_S190_L002.clonotypes.TRB.txt,35339
270000100807_S23_L001.clonotypes.TRB.txt,19642
440000480101_S178_L002.clonotypes.TRB.txt,26260
230002070807_S129_L002.clonotypes.TRB.txt,9041
050001070101_S109_L002.clonotypes.TRB.txt,13197
050002170101_S126_L002.clonotypes.TRB.txt,14844
500001490808_S49_L001.clonotypes.TRB.txt,16159
640003540101_S54_L001.clonotypes.TRB.txt,13809
540003090101_S96_L001.clonotypes.TRB.txt,16110
230003070807_S37_L001.clonotypes.TRB.txt,25107
330001390807_S154_L002.clonotypes.TRB.txt,8012
780005240101_S42_L001.clonotypes.TRB.txt,16556
050000740101_S76_L001.clonotypes.TRB.txt,19928
270000110808_S166_L002.clonotypes.TRB.txt,18047
540002050101_S154_L002.clonotypes.TRB.txt,8935
280002980807_S49_L001.clonotypes.TRB.txt,24880
330001940101_S135_L002.clonotypes.TRB.txt,17208
780002090101_S89_L001.clonotypes.TRB.txt,23193
780003450101_S95_L001.clonotypes.TRB.txt,16020
690000990101_S63_L001.clonotypes.TRB.txt,24435
460001130101_S150_L002.clonotypes.TRB.txt,25108
050001750101_S117_L002.clonotypes.TRB.txt,17614
440000530808_S144_L002.clonotypes.TRB.txt,36347
050001830101_S119_L002.clonotypes.TRB.txt,40952
330002700101_S173_L002.clonotypes.TRB.txt,12131
050000540101_S78_L001.clonotypes.TRB.txt,24107
280001890807_S143_L002.clonotypes.TRB.txt,14307
780005250101_S46_L001.clonotypes.TRB.txt,9339
330001670101_S130_L002.clonotypes.TRB.txt,18119
440003240101_S182_L002.clonotypes.TRB.txt,19643
780005090101_S40_L001.clonotypes.TRB.txt,14703
470001090807_S160_L002.clonotypes.TRB.txt,17494
210002270101_S70_L001.clonotypes.TRB.txt,28482
470001590807_S68_L001.clonotypes.TRB.txt,13778
260004220101_S11_L001.clonotypes.TRB.txt,19624
780003490101_S93_L001.clonotypes.TRB.txt,10180
500001620808_S63_L001.clonotypes.TRB.txt,16617
260002850101_S3_L001.clonotypes.TRB.txt,33095
440000880101_S63_L001.clonotypes.TRB.txt,28111
230002080807_S137_L002.clonotypes.TRB.txt,21603
330000100807_S67_L001.clonotypes.TRB.txt,12718
050001090101_S72_L001.clonotypes.TRB.txt,22234
330001990101_S136_L002.clonotypes.TRB.txt,12833
690000060101_S60_L001.clonotypes.TRB.txt,25752
230003090807_S29_L001.clonotypes.TRB.txt,17886
330003060808_S80_L001.clonotypes.TRB.txt,16879
270000130807_S31_L001.clonotypes.TRB.txt,21774
050001310101_S113_L002.clonotypes.TRB.txt,26933
440003270101_S183_L002.clonotypes.TRB.txt,9400
050002210101_S127_L002.clonotypes.TRB.txt,20154
780002130101_S90_L001.clonotypes.TRB.txt,15405
440000270101_S176_L002.clonotypes.TRB.txt,28343
470001130807_S104_L002.clonotypes.TRB.txt,10961
780005110101_S50_L001.clonotypes.TRB.txt,12041
690001010101_S62_L001.clonotypes.TRB.txt,21409
330001850101_S131_L002.clonotypes.TRB.txt,12809
230003110807_S21_L001.clonotypes.TRB.txt,5314
280002120807_S127_L002.clonotypes.TRB.txt,17029
540002270101_S155_L002.clonotypes.TRB.txt,22495
050000070101_S98_L002.clonotypes.TRB.txt,32993
050000750101_S74_L001.clonotypes.TRB.txt,30153
330000310807_S59_L001.clonotypes.TRB.txt,8836
540003110101_S159_L002.clonotypes.TRB.txt,27346
330002760101_S140_L002.clonotypes.TRB.txt,18361
050001960101_S120_L002.clonotypes.TRB.txt,19981
780003880101_S91_L001.clonotypes.TRB.txt,13304
210003270101_S66_L001.clonotypes.TRB.txt,17261
440000200808_S136_L002.clonotypes.TRB.txt,39965
780005280101_S44_L001.clonotypes.TRB.txt,26566
050001170101_S110_L002.clonotypes.TRB.txt,13324
050001790101_S80_L001.clonotypes.TRB.txt,24545
330002030808_S165_L002.clonotypes.TRB.txt,13023
440000330101_S141_L002.clonotypes.TRB.txt,10413
280002460807_S123_L002.clonotypes.TRB.txt,6088
270000150807_S39_L001.clonotypes.TRB.txt,12543
500001210807_S66_L001.clonotypes.TRB.txt,7093
440000570808_S128_L002.clonotypes.TRB.txt,25751
260004240101_S13_L001.clonotypes.TRB.txt,18429
230002180807_S176_L002.clonotypes.TRB.txt,17222
440000300808_S78_L001.clonotypes.TRB.txt,2653
470002530808_S72_L001.clonotypes.TRB.txt,23334
540002380807_S103_L002.clonotypes.TRB.txt,4547
500001920808_S20_L001.clonotypes.TRB.txt,20606
270000120808_S36_L001.clonotypes.TRB.txt,31178
330003180807_S94_L001.clonotypes.TRB.txt,14440
440000850101_S179_L002.clonotypes.TRB.txt,38105
470001410807_S163_L002.clonotypes.TRB.txt,13241
540002600101_S156_L002.clonotypes.TRB.txt,11945
280002540807_S147_L002.clonotypes.TRB.txt,4930
050001350101_S114_L002.clonotypes.TRB.txt,14842
440000940101_S71_L001.clonotypes.TRB.txt,20754
440003380808_S112_L002.clonotypes.TRB.txt,46061
260002880101_S4_L001.clonotypes.TRB.txt,22195
050000550101_S84_L001.clonotypes.TRB.txt,30478
500000930101_S58_L001.clonotypes.TRB.txt,33968
780005300101_S49_L001.clonotypes.TRB.txt,11523
540002780101_S157_L002.clonotypes.TRB.txt,3106
780004510101_S41_L001.clonotypes.TRB.txt,12243
140001090101_S55_L001.clonotypes.TRB.txt,20352
260000240807_S152_L002.clonotypes.TRB.txt,17952
780002140101_S94_L001.clonotypes.TRB.txt,20252
210003330101_S68_L001.clonotypes.TRB.txt,11899
330003360808_S142_L002.clonotypes.TRB.txt,6421
540003420101_S160_L002.clonotypes.TRB.txt,16127
690000110101_S59_L001.clonotypes.TRB.txt,24775
690001180101_S161_L002.clonotypes.TRB.txt,25449
540002770807_S50_L001.clonotypes.TRB.txt,10291
280002900807_S139_L002.clonotypes.TRB.txt,8018
330001860101_S132_L002.clonotypes.TRB.txt,24309
780005150101_S47_L001.clonotypes.TRB.txt,24903
330002050101_S172_L002.clonotypes.TRB.txt,14137
630001790807_S92_L001.clonotypes.TRB.txt,11120
440001210101_S143_L002.clonotypes.TRB.txt,10577
260000320807_S144_L002.clonotypes.TRB.txt,3018
460000850101_S147_L002.clonotypes.TRB.txt,26475
050001810101_S118_L002.clonotypes.TRB.txt,13687
230002210807_S169_L002.clonotypes.TRB.txt,14379
050002000101_S121_L002.clonotypes.TRB.txt,19949
270000160807_S47_L001.clonotypes.TRB.txt,15220
440000440101_S177_L002.clonotypes.TRB.txt,17430
050000090101_S85_L001.clonotypes.TRB.txt,26988
470001420807_S52_L001.clonotypes.TRB.txt,15256
500001300807_S3_L001.clonotypes.TRB.txt,17438
690000430101_S61_L001.clonotypes.TRB.txt,7224
330002800101_S174_L002.clonotypes.TRB.txt,27990
550004220808_S150_L002.clonotypes.TRB.txt,16100
780002510101_S92_L001.clonotypes.TRB.txt,11079
540002790807_S58_L001.clonotypes.TRB.txt,7436
770101010807_S107_L002.clonotypes.TRB.txt,9726
470002910807_S120_L002.clonotypes.TRB.txt,18630
690002520101_S2_L001.clonotypes.TRB.txt,9745
630003920807_S115_L002.clonotypes.TRB.txt,14059
780001250807_S145_L002.clonotypes.TRB.txt,7021
330000340807_S83_L001.clonotypes.TRB.txt,30307
050001460101_S82_L001.clonotypes.TRB.txt,17636
540002490807_S111_L002.clonotypes.TRB.txt,20877
330001880101_S133_L002.clonotypes.TRB.txt,10099
780008480101_S17_L001.clonotypes.TRB.txt,16908
440001580101_S144_L002.clonotypes.TRB.txt,11868
440000650808_S175_L002.clonotypes.TRB.txt,26301
140003720101_S57_L001.clonotypes.TRB.txt,18017
270000620101_S65_L001.clonotypes.TRB.txt,26023
770101560807_S174_L002.clonotypes.TRB.txt,12714
500000140808_S8_L001.clonotypes.TRB.txt,18646
500001310807_S89_L001.clonotypes.TRB.txt,8448
780004080807_S53_L001.clonotypes.TRB.txt,10979
690000080807_S19_L001.clonotypes.TRB.txt,9831
260002910101_S9_L001.clonotypes.TRB.txt,20323
640002170101_S51_L001.clonotypes.TRB.txt,18499
050002010101_S122_L002.clonotypes.TRB.txt,13791
340003410808_S34_L001.clonotypes.TRB.txt,5690
780001400808_S64_L001.clonotypes.TRB.txt,10167
470001440807_S171_L002.clonotypes.TRB.txt,10831
050000130101_S99_L002.clonotypes.TRB.txt,9406
780005180101_S45_L001.clonotypes.TRB.txt,15199
770102700807_S20_L001.clonotypes.TRB.txt,14696
780004910101_S26_L001.clonotypes.TRB.txt,22596
050000600101_S102_L002.clonotypes.TRB.txt,24469
230003020807_S77_L001.clonotypes.TRB.txt,15612
270001010808_S158_L002.clonotypes.TRB.txt,13997
780003320101_S88_L001.clonotypes.TRB.txt,11871
770101060807_S25_L001.clonotypes.TRB.txt,11765
270000080807_S15_L001.clonotypes.TRB.txt,16086
340003710808_S17_L001.clonotypes.TRB.txt,9038
540002720807_S18_L001.clonotypes.TRB.txt,10641
540000070101_S151_L002.clonotypes.TRB.txt,26223
270001130808_S87_L001.clonotypes.TRB.txt,12354
540002820808_S93_L001.clonotypes.TRB.txt,2588
550002260807_S88_L001.clonotypes.TRB.txt,14450
630002250807_S86_L001.clonotypes.TRB.txt,22834
770101790807_S4_L001.clonotypes.TRB.txt,7107
780001680807_S170_L002.clonotypes.TRB.txt,9491
210004080101_S67_L001.clonotypes.TRB.txt,30387
780008300807_S73_L001.clonotypes.TRB.txt,8645
500001320807_S82_L001.clonotypes.TRB.txt,7344
340003430808_S35_L001.clonotypes.TRB.txt,8358
690000370808_S24_L001.clonotypes.TRB.txt,12893
050002460101_S189_L002.clonotypes.TRB.txt,21524
050002040101_S123_L002.clonotypes.TRB.txt,10836
540003060808_S94_L001.clonotypes.TRB.txt,4226
470003430807_S177_L002.clonotypes.TRB.txt,15669
340003780808_S26_L001.clonotypes.TRB.txt,12717
550002940807_S1_L001.clonotypes.TRB.txt,5095
470001450807_S76_L001.clonotypes.TRB.txt,12835
330000460807_S75_L001.clonotypes.TRB.txt,20238
280001570807_S57_L001.clonotypes.TRB.txt,10532
780000760101_S36_L001.clonotypes.TRB.txt,19088
330001570101_S128_L002.clonotypes.TRB.txt,15209
630000020807_S151_L002.clonotypes.TRB.txt,20606
330001960808_S82_L001.clonotypes.TRB.txt,8056
540000450808_S163_L002.clonotypes.TRB.txt,8288
440000810101_S55_L001.clonotypes.TRB.txt,31127
260002950101_S7_L001.clonotypes.TRB.txt,14446
340003720808_S20_L001.clonotypes.TRB.txt,11214
540002740807_S26_L001.clonotypes.TRB.txt,10851
780005210101_S39_L001.clonotypes.TRB.txt,14329
440002110101_S180_L002.clonotypes.TRB.txt,17714
340003790808_S27_L001.clonotypes.TRB.txt,5267
780003340807_S45_L001.clonotypes.TRB.txt,11725
340003730808_S21_L001.clonotypes.TRB.txt,1795
520001830101_S107_L002.clonotypes.TRB.txt,16444
500002190807_S8_L001.clonotypes.TRB.txt,10619
470004390807_S2_L001.clonotypes.TRB.txt,7179
770101940807_S90_L001.clonotypes.TRB.txt,13566
540002750807_S34_L001.clonotypes.TRB.txt,4517
500000230101_S98_L002.clonotypes.TRB.txt,20389
770101150807_S159_L002.clonotypes.TRB.txt,17111
690000770101_S1_L001.clonotypes.TRB.txt,31047
440001020101_S79_L001.clonotypes.TRB.txt,44152
330002000808_S79_L001.clonotypes.TRB.txt,8555
