run,number_of_clones
470003430807_S177_L002.clonotypes.TRA.txt,23953
050000310808_S83_L001.clonotypes.TRA.txt,39165
730003410101_S152_L002.clonotypes.TRA.txt,30783
250002250101_S125_L002.clonotypes.TRA.txt,19315
780004740808_S76_L001.clonotypes.TRA.txt,32793
340003730808_S21_L001.clonotypes.TRA.txt,3851
050002290808_S117_L002.clonotypes.TRA.txt,21784
280002540807_S147_L002.clonotypes.TRA.txt,16743
630000020807_S151_L002.clonotypes.TRA.txt,46413
770102010807_S96_L002.clonotypes.TRA.txt,6772
550003210807_S54_L001.clonotypes.TRA.txt,29854
460002860101_S145_L002.clonotypes.TRA.txt,16741
770101180807_S167_L002.clonotypes.TRA.txt,11524
780003340807_S45_L001.clonotypes.TRA.txt,15749
630002350807_S93_L001.clonotypes.TRA.txt,20866
470004390807_S2_L001.clonotypes.TRA.txt,10995
470001450807_S76_L001.clonotypes.TRA.txt,16549
550000620101_S139_L002.clonotypes.TRA.txt,47884
340003660808_S15_L001.clonotypes.TRA.txt,46987
690000770101_S1_L001.clonotypes.TRA.txt,79363
540002740807_S26_L001.clonotypes.TRA.txt,24816
250002500808_S111_L002.clonotypes.TRA.txt,23782
670005090101_S142_L002.clonotypes.TRA.txt,32298
330000340807_S83_L001.clonotypes.TRA.txt,53270
340003810808_S28_L001.clonotypes.TRA.txt,33717
590001680101_S148_L002.clonotypes.TRA.txt,26959
440001020101_S79_L001.clonotypes.TRA.txt,62978
520003590101_S115_L002.clonotypes.TRA.txt,23801
780004750808_S75_L001.clonotypes.TRA.txt,19527
550003350807_S38_L001.clonotypes.TRA.txt,12218
470002200808_S71_L001.clonotypes.TRA.txt,80278
500004290101_S161_L002.clonotypes.TRA.txt,29886
500003380101_S114_L002.clonotypes.TRA.txt,26947
280002900807_S139_L002.clonotypes.TRA.txt,18768
050002630808_S113_L002.clonotypes.TRA.txt,19449
780005140808_S63_L001.clonotypes.TRA.txt,4816
250002690101_S141_L002.clonotypes.TRA.txt,22891
440000810101_S55_L001.clonotypes.TRA.txt,44446
690000250808_S96_L001.clonotypes.TRA.txt,33320
330000130808_S23_L001.clonotypes.TRA.txt,27747
690000940807_S43_L001.clonotypes.TRA.txt,43295
540002750807_S34_L001.clonotypes.TRA.txt,9812
050000920808_S86_L001.clonotypes.TRA.txt,25941
590002660101_S156_L002.clonotypes.TRA.txt,34613
630001070807_S181_L002.clonotypes.TRA.txt,21501
780005260808_S66_L001.clonotypes.TRA.txt,8699
330000500808_S25_L001.clonotypes.TRA.txt,18373
340003740808_S24_L001.clonotypes.TRA.txt,26800
340003820808_S29_L001.clonotypes.TRA.txt,17309
330002110808_S88_L001.clonotypes.TRA.txt,47128
780005270808_S64_L001.clonotypes.TRA.txt,4031
520004270101_S123_L002.clonotypes.TRA.txt,13570
500003890808_S35_L001.clonotypes.TRA.txt,9791
780004000807_S5_L001.clonotypes.TRA.txt,24590
340003670808_S16_L001.clonotypes.TRA.txt,20132
590004420101_S179_L002.clonotypes.TRA.txt,46581
250002590808_S99_L002.clonotypes.TRA.txt,19419
770102730807_S36_L001.clonotypes.TRA.txt,67115
500001200807_S74_L001.clonotypes.TRA.txt,21557
670004740101_S190_L002.clonotypes.TRA.txt,46368
330000380808_S21_L001.clonotypes.TRA.txt,13919
580001560101_S97_L002.clonotypes.TRA.txt,25419
340003690808_S19_L001.clonotypes.TRA.txt,4692
630002730807_S78_L001.clonotypes.TRA.txt,26458
340003750808_S22_L001.clonotypes.TRA.txt,11351
730003490101_S120_L002.clonotypes.TRA.txt,39821
050003120808_S112_L002.clonotypes.TRA.txt,20077
770102430807_S155_L002.clonotypes.TRA.txt,37353
590002140808_S75_L001.clonotypes.TRA.txt,17720
460004470101_S129_L002.clonotypes.TRA.txt,39359
500003670101_S106_L002.clonotypes.TRA.txt,26331
770101230807_S175_L002.clonotypes.TRA.txt,40626
520004340101_S162_L002.clonotypes.TRA.txt,12832
330000460807_S75_L001.clonotypes.TRA.txt,27866
460000180808_S5_L001.clonotypes.TRA.txt,29734
330002970808_S80_L001.clonotypes.TRA.txt,13946
470002720808_S73_L001.clonotypes.TRA.txt,27887
500003920808_S34_L001.clonotypes.TRA.txt,15728
780008180808_S74_L001.clonotypes.TRA.txt,22705
330000390808_S24_L001.clonotypes.TRA.txt,17693
500004310101_S146_L002.clonotypes.TRA.txt,30166
590002490808_S80_L001.clonotypes.TRA.txt,12544
540002240808_S91_L001.clonotypes.TRA.txt,8459
440003800808_S90_L001.clonotypes.TRA.txt,23110
050001340808_S85_L001.clonotypes.TRA.txt,29043
690001150808_S16_L001.clonotypes.TRA.txt,28363
730000550101_S151_L002.clonotypes.TRA.txt,63598
540002760807_S42_L001.clonotypes.TRA.txt,31611
780004020807_S91_L001.clonotypes.TRA.txt,23652
630003040808_S48_L001.clonotypes.TRA.txt,18254
590002680101_S164_L002.clonotypes.TRA.txt,32445
500003940808_S50_L001.clonotypes.TRA.txt,8814
250002710101_S157_L002.clonotypes.TRA.txt,35199
340003700808_S18_L001.clonotypes.TRA.txt,22262
500003870101_S169_L002.clonotypes.TRA.txt,23686
050003130808_S114_L002.clonotypes.TRA.txt,20244
670004710808_S151_L002.clonotypes.TRA.txt,15036
330003110808_S81_L001.clonotypes.TRA.txt,15191
630001100807_S136_L002.clonotypes.TRA.txt,38185
670005140101_S158_L002.clonotypes.TRA.txt,51842
460000280808_S4_L001.clonotypes.TRA.txt,22053
590002150101_S172_L002.clonotypes.TRA.txt,51761
460002050808_S12_L001.clonotypes.TRA.txt,51218
500003950808_S31_L001.clonotypes.TRA.txt,12118
670002100808_S125_L002.clonotypes.TRA.txt,33646
770102750807_S28_L001.clonotypes.TRA.txt,37052
670004520808_S139_L002.clonotypes.TRA.txt,31288
730003500101_S128_L002.clonotypes.TRA.txt,35587
470002740808_S72_L001.clonotypes.TRA.txt,24800
050002340101_S181_L002.clonotypes.TRA.txt,16188
770101520808_S102_L002.clonotypes.TRA.txt,32845
580002170101_S105_L002.clonotypes.TRA.txt,35005
670004890808_S153_L002.clonotypes.TRA.txt,20336
330000610808_S27_L001.clonotypes.TRA.txt,45646
590002560808_S82_L001.clonotypes.TRA.txt,21773
670005340808_S138_L002.clonotypes.TRA.txt,17251
460001340101_S153_L002.clonotypes.TRA.txt,24363
670004820101_S174_L002.clonotypes.TRA.txt,43969
140000540808_S105_L002.clonotypes.TRA.txt,15038
590002690101_S188_L002.clonotypes.TRA.txt,20062
670004970808_S144_L002.clonotypes.TRA.txt,23236
630001580807_S128_L002.clonotypes.TRA.txt,12562
250002810808_S105_L002.clonotypes.TRA.txt,51258
470000040808_S70_L001.clonotypes.TRA.txt,40226
770000030807_S65_L001.clonotypes.TRA.txt,26093
050003450808_S118_L002.clonotypes.TRA.txt,22038
520000800101_S131_L002.clonotypes.TRA.txt,32836
770103620807_S41_L001.clonotypes.TRA.txt,12233
460000440808_S3_L001.clonotypes.TRA.txt,17043
670005490808_S141_L002.clonotypes.TRA.txt,27587
670005150808_S177_L002.clonotypes.TRA.txt,27952
670004530808_S155_L002.clonotypes.TRA.txt,19446
500003960808_S30_L001.clonotypes.TRA.txt,18657
440001980101_S87_L001.clonotypes.TRA.txt,73974
470002830808_S69_L001.clonotypes.TRA.txt,19064
640000110101_S160_L002.clonotypes.TRA.txt,57189
140000670808_S102_L002.clonotypes.TRA.txt,12092
330000600808_S68_L001.clonotypes.TRA.txt,17466
670002110808_S124_L002.clonotypes.TRA.txt,20494
330000640808_S26_L001.clonotypes.TRA.txt,17135
500003980101_S154_L002.clonotypes.TRA.txt,30586
250002800101_S165_L002.clonotypes.TRA.txt,32891
630000290808_S124_L002.clonotypes.TRA.txt,10452
330000430808_S28_L001.clonotypes.TRA.txt,40838
670005360808_S163_L002.clonotypes.TRA.txt,15271
670004730808_S145_L002.clonotypes.TRA.txt,28008
260004180808_S94_L001.clonotypes.TRA.txt,22401
590001270101_S171_L002.clonotypes.TRA.txt,21228
590003800808_S95_L001.clonotypes.TRA.txt,20127
460001280808_S9_L001.clonotypes.TRA.txt,9584
330000700808_S66_L001.clonotypes.TRA.txt,19255
670005350101_S118_L002.clonotypes.TRA.txt,29998
260002830808_S80_L001.clonotypes.TRA.txt,6650
630001750807_S85_L001.clonotypes.TRA.txt,19982
670004910808_S149_L002.clonotypes.TRA.txt,25517
590002180101_S108_L002.clonotypes.TRA.txt,29292
470001570808_S67_L001.clonotypes.TRA.txt,19994
340003760808_S23_L001.clonotypes.TRA.txt,61970
330001180807_S138_L002.clonotypes.TRA.txt,55705
590002090808_S77_L001.clonotypes.TRA.txt,14350
670005610808_S190_L002.clonotypes.TRA.txt,24041
630000750808_S126_L002.clonotypes.TRA.txt,18367
730001810101_S183_L002.clonotypes.TRA.txt,51149
630002280808_S108_L002.clonotypes.TRA.txt,6837
050003560808_S115_L002.clonotypes.TRA.txt,23966
460002220808_S13_L001.clonotypes.TRA.txt,37900
770104440807_S33_L001.clonotypes.TRA.txt,27038
330000620808_S72_L001.clonotypes.TRA.txt,19182
630001150808_S109_L002.clonotypes.TRA.txt,20670
670005220808_S130_L002.clonotypes.TRA.txt,28514
250002870808_S103_L002.clonotypes.TRA.txt,33814
630000860808_S123_L002.clonotypes.TRA.txt,11116
260002890808_S87_L001.clonotypes.TRA.txt,18640
590002880101_S101_L002.clonotypes.TRA.txt,40077
670004590808_S173_L002.clonotypes.TRA.txt,34755
670001240808_S185_L002.clonotypes.TRA.txt,25060
460000110808_S7_L001.clonotypes.TRA.txt,28081
690000780101_S192_L002.clonotypes.TRA.txt,110110
670004880101_S182_L002.clonotypes.TRA.txt,43836
630002590808_S107_L002.clonotypes.TRA.txt,19962
670004980808_S150_L002.clonotypes.TRA.txt,43142
640000850101_S176_L002.clonotypes.TRA.txt,28316
330000630808_S74_L001.clonotypes.TRA.txt,10033
670005540808_S17_L001.clonotypes.TRA.txt,16523
670004770808_S146_L002.clonotypes.TRA.txt,29182
520001620101_S170_L002.clonotypes.TRA.txt,39383
500004190101_S138_L002.clonotypes.TRA.txt,33698
260002920808_S96_L001.clonotypes.TRA.txt,7416
690002180808_S18_L001.clonotypes.TRA.txt,19953
670002240808_S186_L002.clonotypes.TRA.txt,32534
730000950808_S34_L001.clonotypes.TRA.txt,18124
330000510808_S69_L001.clonotypes.TRA.txt,34160
630001240808_S112_L002.clonotypes.TRA.txt,12388
330000730808_S73_L001.clonotypes.TRA.txt,28025
330000440808_S20_L001.clonotypes.TRA.txt,32780
630001450808_S116_L002.clonotypes.TRA.txt,31393
460002020808_S17_L001.clonotypes.TRA.txt,30690
670005370808_S129_L002.clonotypes.TRA.txt,35643
730004350101_S112_L002.clonotypes.TRA.txt,56289
470001820808_S60_L001.clonotypes.TRA.txt,30650
670005550808_S7_L001.clonotypes.TRA.txt,10274
670001330808_S187_L002.clonotypes.TRA.txt,12304
670005230808_S178_L002.clonotypes.TRA.txt,16448
260004160808_S93_L001.clonotypes.TRA.txt,9430
670005390101_S126_L002.clonotypes.TRA.txt,40964
780001190807_S161_L002.clonotypes.TRA.txt,26077
670007900808_S136_L002.clonotypes.TRA.txt,28927
630000880808_S114_L002.clonotypes.TRA.txt,19517
330000650808_S71_L001.clonotypes.TRA.txt,15511
590002210101_S109_L002.clonotypes.TRA.txt,38076
330000450808_S22_L001.clonotypes.TRA.txt,12111
730001830101_S175_L002.clonotypes.TRA.txt,32279
630001500808_S118_L002.clonotypes.TRA.txt,12163
670002290808_S184_L002.clonotypes.TRA.txt,15147
630001250808_S111_L002.clonotypes.TRA.txt,14056
590004310101_S132_L002.clonotypes.TRA.txt,24859
670005010808_S131_L002.clonotypes.TRA.txt,18403
470002850808_S59_L001.clonotypes.TRA.txt,55742
670004680808_S14_L001.clonotypes.TRA.txt,40900
460000160808_S8_L001.clonotypes.TRA.txt,25364
670004930808_S152_L002.clonotypes.TRA.txt,47641
730002760808_S50_L001.clonotypes.TRA.txt,12914
670004780808_S176_L002.clonotypes.TRA.txt,24926
520001650101_S99_L002.clonotypes.TRA.txt,24133
730000420808_S25_L001.clonotypes.TRA.txt,23843
330000660808_S67_L001.clonotypes.TRA.txt,10956
330000740808_S76_L001.clonotypes.TRA.txt,21596
630001110808_S115_L002.clonotypes.TRA.txt,13458
730000960808_S35_L001.clonotypes.TRA.txt,25144
460002230808_S14_L001.clonotypes.TRA.txt,45164
630001340808_S113_L002.clonotypes.TRA.txt,11728
730000380101_S191_L002.clonotypes.TRA.txt,33078
780004640808_S77_L001.clonotypes.TRA.txt,23774
780008460808_S151_L002.clonotypes.TRA.txt,21282
730001590808_S57_L001.clonotypes.TRA.txt,30108
210001870808_S127_L002.clonotypes.TRA.txt,19535
670005640808_S8_L001.clonotypes.TRA.txt,24733
670005400101_S134_L002.clonotypes.TRA.txt,24119
630001510808_S120_L002.clonotypes.TRA.txt,17435
590002550101_S147_L002.clonotypes.TRA.txt,19249
330000520808_S63_L001.clonotypes.TRA.txt,31817
470003150808_S68_L001.clonotypes.TRA.txt,17845
210002900808_S144_L002.clonotypes.TRA.txt,19050
460002030808_S16_L001.clonotypes.TRA.txt,33639
730003130808_S38_L001.clonotypes.TRA.txt,18475
770101710808_S79_L001.clonotypes.TRA.txt,28922
670004610808_S157_L002.clonotypes.TRA.txt,46097
440002510808_S32_L001.clonotypes.TRA.txt,73071
670005410808_S162_L002.clonotypes.TRA.txt,36009
670004940808_S159_L002.clonotypes.TRA.txt,19050
670004790808_S16_L001.clonotypes.TRA.txt,20940
630001430808_S125_L002.clonotypes.TRA.txt,13493
670005280808_S161_L002.clonotypes.TRA.txt,32059
670004920101_S103_L002.clonotypes.TRA.txt,48203
730000500808_S26_L001.clonotypes.TRA.txt,19959
670002260808_S15_L001.clonotypes.TRA.txt,46975
670005050808_S158_L002.clonotypes.TRA.txt,26614
460000170808_S6_L001.clonotypes.TRA.txt,26452
780004650808_S78_L001.clonotypes.TRA.txt,20161
210000500808_S161_L002.clonotypes.TRA.txt,34878
670002310101_S135_L002.clonotypes.TRA.txt,55292
210002930808_S135_L002.clonotypes.TRA.txt,14775
730001630808_S52_L001.clonotypes.TRA.txt,19357
630001140808_S110_L002.clonotypes.TRA.txt,25746
550001680808_S180_L002.clonotypes.TRA.txt,18989
250003110808_S100_L002.clonotypes.TRA.txt,58916
210004320808_S105_L002.clonotypes.TRA.txt,29288
730000400101_S104_L002.clonotypes.TRA.txt,31926
330000680808_S64_L001.clonotypes.TRA.txt,26531
730003390101_S136_L002.clonotypes.TRA.txt,40122
670004670808_S168_L002.clonotypes.TRA.txt,17505
330000750808_S78_L001.clonotypes.TRA.txt,33719
670004800808_S2_L001.clonotypes.TRA.txt,14711
330000540808_S65_L001.clonotypes.TRA.txt,25687
670005320808_S128_L002.clonotypes.TRA.txt,14053
670002450808_S189_L002.clonotypes.TRA.txt,44043
630001440808_S121_L002.clonotypes.TRA.txt,19065
550002560808_S178_L002.clonotypes.TRA.txt,25747
780008500808_S147_L002.clonotypes.TRA.txt,29484
730003150808_S37_L001.clonotypes.TRA.txt,23165
670005110808_S179_L002.clonotypes.TRA.txt,16190
640000470808_S21_L001.clonotypes.TRA.txt,15204
470001040807_S112_L002.clonotypes.TRA.txt,24632
730001190808_S36_L001.clonotypes.TRA.txt,40181
630001520808_S117_L002.clonotypes.TRA.txt,29473
210003070808_S84_L001.clonotypes.TRA.txt,16305
670004950808_S142_L002.clonotypes.TRA.txt,23842
640001950808_S61_L001.clonotypes.TRA.txt,11713
550001010808_S147_L002.clonotypes.TRA.txt,27279
210000600808_S129_L002.clonotypes.TRA.txt,17862
550001480808_S114_L002.clonotypes.TRA.txt,28665
550001850808_S122_L002.clonotypes.TRA.txt,16951
670005650808_S11_L001.clonotypes.TRA.txt,38908
730000530808_S27_L001.clonotypes.TRA.txt,25506
670005330808_S126_L002.clonotypes.TRA.txt,10238
210002010808_S128_L002.clonotypes.TRA.txt,40459
250003530808_S98_L002.clonotypes.TRA.txt,19592
210004500808_S119_L002.clonotypes.TRA.txt,20086
640001680808_S14_L001.clonotypes.TRA.txt,10695
670004810808_S147_L002.clonotypes.TRA.txt,53508
730002210808_S51_L001.clonotypes.TRA.txt,23609
730000410101_S167_L002.clonotypes.TRA.txt,23289
550002680808_S155_L002.clonotypes.TRA.txt,28178
330000560808_S77_L001.clonotypes.TRA.txt,17445
730003400101_S144_L002.clonotypes.TRA.txt,23569
670004540808_S9_L001.clonotypes.TRA.txt,28880
640002090808_S65_L001.clonotypes.TRA.txt,17608
670005040101_S110_L002.clonotypes.TRA.txt,41432
640001980808_S85_L001.clonotypes.TRA.txt,13918
340003480808_S131_L002.clonotypes.TRA.txt,9203
670005680808_S3_L001.clonotypes.TRA.txt,12410
670005420808_S160_L002.clonotypes.TRA.txt,45153
640001690808_S22_L001.clonotypes.TRA.txt,11206
780008510808_S152_L002.clonotypes.TRA.txt,20682
460002650808_S15_L001.clonotypes.TRA.txt,53785
330000800808_S62_L001.clonotypes.TRA.txt,26000
550002620808_S172_L002.clonotypes.TRA.txt,24442
640003520808_S89_L001.clonotypes.TRA.txt,13398
640001990808_S93_L001.clonotypes.TRA.txt,6065
780003930808_S76_L001.clonotypes.TRA.txt,8248
670004580101_S111_L002.clonotypes.TRA.txt,37052
670004700808_S154_L002.clonotypes.TRA.txt,28889
640002380808_S17_L001.clonotypes.TRA.txt,24518
780003310808_S68_L001.clonotypes.TRA.txt,10900
210001500808_S145_L002.clonotypes.TRA.txt,20794
210003260808_S137_L002.clonotypes.TRA.txt,25091
210002120808_S169_L002.clonotypes.TRA.txt,25910
670004850808_S5_L001.clonotypes.TRA.txt,31967
770104400808_S60_L001.clonotypes.TRA.txt,53648
670005710808_S4_L001.clonotypes.TRA.txt,10116
670004960808_S165_L002.clonotypes.TRA.txt,27695
730002430808_S47_L001.clonotypes.TRA.txt,17076
670004830808_S143_L002.clonotypes.TRA.txt,19546
640001870808_S54_L001.clonotypes.TRA.txt,46222
670004510808_S167_L002.clonotypes.TRA.txt,32018
780004090808_S60_L001.clonotypes.TRA.txt,11329
640003580808_S34_L001.clonotypes.TRA.txt,11164
780003330808_S44_L001.clonotypes.TRA.txt,9225
770104420808_S61_L001.clonotypes.TRA.txt,6779
670005130808_S175_L002.clonotypes.TRA.txt,36654
210003310808_S112_L002.clonotypes.TRA.txt,9767
330000590808_S70_L001.clonotypes.TRA.txt,20705
550001080808_S146_L002.clonotypes.TRA.txt,35835
630001530808_S119_L002.clonotypes.TRA.txt,34893
780008550808_S150_L002.clonotypes.TRA.txt,16817
640001780808_S30_L001.clonotypes.TRA.txt,26111
330000860808_S75_L001.clonotypes.TRA.txt,18978
460002740808_S11_L001.clonotypes.TRA.txt,21736
640003070808_S11_L001.clonotypes.TRA.txt,34734
550002690808_S132_L002.clonotypes.TRA.txt,26936
550001560808_S154_L002.clonotypes.TRA.txt,36698
730000540808_S29_L001.clonotypes.TRA.txt,37843
550002640808_S171_L002.clonotypes.TRA.txt,22419
210001740808_S153_L002.clonotypes.TRA.txt,24971
550002130808_S107_L002.clonotypes.TRA.txt,42258
780003480808_S43_L001.clonotypes.TRA.txt,11438
640002700808_S73_L001.clonotypes.TRA.txt,25281
780004990808_S148_L002.clonotypes.TRA.txt,11078
670005460808_S137_L002.clonotypes.TRA.txt,27791
730004100808_S46_L001.clonotypes.TRA.txt,43659
730001460808_S53_L001.clonotypes.TRA.txt,49102
640001880808_S62_L001.clonotypes.TRA.txt,15870
670004870808_S12_L001.clonotypes.TRA.txt,21706
730002460808_S48_L001.clonotypes.TRA.txt,17987
780003510808_S92_L001.clonotypes.TRA.txt,5010
780005230808_S131_L002.clonotypes.TRA.txt,4292
640003080808_S29_L001.clonotypes.TRA.txt,10275
910000140808_S123_L002.clonotypes.TRA.txt,112859
640002010808_S78_L001.clonotypes.TRA.txt,33500
550002140808_S123_L002.clonotypes.TRA.txt,10886
550000660808_S156_L002.clonotypes.TRA.txt,42722
550001180808_S115_L002.clonotypes.TRA.txt,16651
640003600808_S42_L001.clonotypes.TRA.txt,23390
500003560808_S51_L001.clonotypes.TRA.txt,18956
640002180808_S33_L001.clonotypes.TRA.txt,41224
630001930808_S122_L002.clonotypes.TRA.txt,19405
550001590808_S179_L002.clonotypes.TRA.txt,13007
640001850808_S38_L001.clonotypes.TRA.txt,29139
640002020808_S39_L001.clonotypes.TRA.txt,15994
550002480808_S170_L002.clonotypes.TRA.txt,13875
210000460808_S175_L002.clonotypes.TRA.txt,25760
550002710808_S185_L002.clonotypes.TRA.txt,23466
210001750808_S111_L002.clonotypes.TRA.txt,27663
730002480808_S49_L001.clonotypes.TRA.txt,14987
640001890808_S70_L001.clonotypes.TRA.txt,18412
780005290808_S130_L002.clonotypes.TRA.txt,17522
780003520808_S12_L001.clonotypes.TRA.txt,18958
550003260808_S186_L002.clonotypes.TRA.txt,12622
210002410808_S177_L002.clonotypes.TRA.txt,54866
640003090808_S5_L001.clonotypes.TRA.txt,34733
640002710808_S94_L001.clonotypes.TRA.txt,42984
730000910808_S33_L001.clonotypes.TRA.txt,31298
780003890808_S35_L001.clonotypes.TRA.txt,4985
550002650808_S108_L002.clonotypes.TRA.txt,32075
210000470808_S143_L002.clonotypes.TRA.txt,17850
640001860808_S46_L001.clonotypes.TRA.txt,23408
730001480808_S54_L001.clonotypes.TRA.txt,30801
550000710808_S139_L002.clonotypes.TRA.txt,29112
580001990808_S59_L001.clonotypes.TRA.txt,11759
670004550808_S6_L001.clonotypes.TRA.txt,62805
640003130808_S90_L001.clonotypes.TRA.txt,10771
640002070808_S176_L002.clonotypes.TRA.txt,30071
550002510808_S162_L002.clonotypes.TRA.txt,29208
550001240808_S130_L002.clonotypes.TRA.txt,28848
640001910808_S37_L001.clonotypes.TRA.txt,22804
210004070808_S121_L002.clonotypes.TRA.txt,59526
640000210808_S13_L001.clonotypes.TRA.txt,10982
730003910808_S67_L001.clonotypes.TRA.txt,32581
550001610808_S148_L002.clonotypes.TRA.txt,28964
730004360808_S39_L001.clonotypes.TRA.txt,45465
640003430808_S50_L001.clonotypes.TRA.txt,19030
780002150808_S52_L001.clonotypes.TRA.txt,8982
550002660808_S124_L002.clonotypes.TRA.txt,26668
670004600808_S13_L001.clonotypes.TRA.txt,21262
640001920808_S45_L001.clonotypes.TRA.txt,14584
210002440808_S113_L002.clonotypes.TRA.txt,28659
670004990808_S10_L001.clonotypes.TRA.txt,57898
730001500808_S55_L001.clonotypes.TRA.txt,33334
780003220808_S28_L001.clonotypes.TRA.txt,13604
640002210808_S15_L001.clonotypes.TRA.txt,53467
760000320808_S106_L002.clonotypes.TRA.txt,17028
640002890808_S49_L001.clonotypes.TRA.txt,44786
910000320808_S121_L002.clonotypes.TRA.txt,67788
550001640808_S140_L002.clonotypes.TRA.txt,26649
210001800808_S136_L002.clonotypes.TRA.txt,70601
550002670808_S116_L002.clonotypes.TRA.txt,20405
640003490808_S58_L001.clonotypes.TRA.txt,27902
550001250808_S164_L002.clonotypes.TRA.txt,48027
640001930808_S53_L001.clonotypes.TRA.txt,19566
550000750808_S138_L002.clonotypes.TRA.txt,51961
640002910808_S86_L001.clonotypes.TRA.txt,23225
550001450808_S163_L002.clonotypes.TRA.txt,8696
910003810808_S120_L002.clonotypes.TRA.txt,23427
210002850808_S120_L002.clonotypes.TRA.txt,37287
640002220808_S31_L001.clonotypes.TRA.txt,30882
640002920808_S23_L001.clonotypes.TRA.txt,19712
550001670808_S187_L002.clonotypes.TRA.txt,44685
640002280808_S25_L001.clonotypes.TRA.txt,54949
640002310808_S7_L001.clonotypes.TRA.txt,29132
