sample_name	alpha_diversity_shannon
690001020807	[9.613007910767807]
630001240808	[11.6766443676466]
630001100807	[12.930303551045963]
640000850808	[4.540545101092632]
330000630808	[10.137767289255939]
590002880808	[6.920837093846543]
770103470808	[9.239449638474682]
210002120808	[9.66959543519819]
690001970808	[11.57044240804711]
440003380808	[12.558556851589248]
260002150808	[9.009397721987625]
500001400808	[10.440032110026824]
500003960808	[10.906672506262511]
460000920808	[11.027078722782711]
20000710808	[9.931625309446673]
260004160808	[10.709847284529374]
330001790808	[11.004831228913417]
640000210808	[11.434524044787128]
730001630808	[10.909328440764629]
780008450808	[6.888790326951735]
210003340808	[-0.0]
50002020808	[10.55903272272563]
250003530808	[11.451848012821994]
330000710808	[10.015719830894078]
360001380808	[11.197199046729756]
780005010808	[6.336011221418885]
640001980808	[9.803340951540926]
440000040808	[9.118492862514326]
440000790808	[10.57665978795331]
400004360808	[13.76926446930964]
330001670808	[0.5435644431995964]
20000010808	[8.85041325623163]
520004340808	[8.159720910262488]
670004680808	[12.108882134790242]
670005330808	[10.66604857536154]
640003330808	[12.666679268419214]
440000310808	[13.708056941307794]
460001130808	[10.414667054339912]
50002090808	[8.865921032265106]
250002800808	[7.355989725987531]
550001550808	[-0.0]
640001850808	[12.89023536080812]
440000110808	[11.371412362796578]
50001100808	[11.91699354263049]
780002510808	[7.066648064151985]
690002080808	[12.685027405945794]
330000450808	[10.444026239548345]
50001820808	[1.0]
540002590808	[11.512982773841756]
20000650808	[12.415396543703366]
550003230807	[8.363285506967596]
500003530808	[11.207166739622405]
630000420807	[9.547533072143288]
640002890808	[13.00901177397765]
50002210808	[8.55156660280197]
670004550808	[12.652255406225876]
500004190808	[10.369884245801067]
330000800808	[12.106351058078731]
230003070807	[12.461533477220348]
780008510808	[11.321060751435438]
460000160808	[10.460655182373833]
640003580808	[11.930206412254451]
210004070808	[12.445521040264648]
360001840808	[13.697966379689957]
540003270808	[11.47186585718314]
770103620807	[10.508572155150162]
50002040808	[10.28141467354656]
500003930808	[10.111803394129321]
770102750807	[12.271064756543371]
330002520808	[11.9121375877572]
640003500808	[12.723083808669191]
690002520808	[5.280226253673659]
500001240808	[10.059688513110716]
330002580808	[8.399923885150411]
330000610808	[12.860521487147821]
670004690808	[7.335356257778525]
550000750808	[12.06526054113888]
260002750807	[9.312612104281046]
640002380808	[10.972089627827051]
250002500808	[10.894269336728064]
330000580808	[11.272170878275999]
580001990808	[8.332720951904111]
550001180808	[11.061034734971722]
730000420808	[11.6039160472041]
330001910808	[1.4591479170272446]
670005280808	[12.371644131258979]
270000160807	[11.330156693219871]
780008440808	[11.290961467622287]
630001440808	[10.734391449655282]
780004890808	[13.415320554338466]
330002090808	[11.837706279233895]
50001150808	[7.97347120356541]
400000210808	[12.490737812013007]
210001430808	[11.711194896945926]
270000140808	[12.782847559898594]
330002060808	[11.033601782883256]
330002940808	[11.921446659075333]
140000540808	[9.487507479044387]
280001890807	[11.457734877807145]
690001620808	[9.209791432482112]
330001080808	[11.018856664789364]
590001280808	[10.026918924622242]
550002630808	[12.349486707146614]
780008490808	[-0.0]
550002580808	[14.209378542932116]
780005080808	[11.511300669058006]
330001880808	[3.454313717322536]
500003940808	[9.917268562702434]
50000610808	[7.113975334910318]
670005090808	[4.862575937540271]
690000120808	[10.910181594877377]
400000110808	[8.999086103777085]
630002270807	[10.891909810668256]
540003570808	[11.089302271742723]
550001520808	[11.392948655904659]
730000540808	[12.886903525349698]
640002050808	[10.811451118663713]
770104400808	[11.749904246936387]
280002900807	[9.581804719751078]
460001280808	[9.80272338915211]
460001920808	[-0.0]
270000580808	[11.913450960669831]
540002600808	[9.024622671025151]
630001450808	[12.928343846053158]
360001440808	[9.218696271542948]
440000860808	[12.755736435825698]
690001790808	[12.663301546101636]
730001460808	[11.772962227737876]
50001700808	[5.106603137064473]
540003110808	[6.23539617990455]
440001210808	[9.89454806983977]
780004850808	[10.922969168605869]
50001960808	[8.695988609191206]
140003810808	[5.994784013748321]
670005350808	[10.389242906830324]
360001400808	[10.33845604993152]
640000110808	[6.440116517593664]
260003040807	[3.5216406363433177]
470003550807	[9.628361363673262]
780004530808	[8.576349507489649]
330000590808	[10.188426277322284]
260002830808	[10.278164524222452]
780004800808	[10.161818732919052]
670005420808	[13.154158632282453]
780004940808	[13.584071347327733]
230003440807	[13.88153549052863]
670004820808	[6.014310380223062]
230002210807	[11.121033954631093]
780003890808	[10.128923763751926]
440001980101	[13.582362798812936]
330001290807	[10.374603239110957]
670004890808	[9.780778593552764]
400003590808	[12.069314386026395]
50001780808	[-0.0]
210003260808	[11.551091678479885]
640001970808	[7.7386978276085]
260002180807	[9.607020279757181]
50000240808	[11.73163263022352]
640002870808	[11.18429498693889]
20000360808	[11.550171323684088]
250002690808	[9.464164256364125]
500004290808	[10.749058833684094]
670005110808	[10.510734516943323]
690001150808	[12.82144770780868]
340002950808	[11.237146868795804]
260002940808	[-0.0]
500003700808	[9.315472675473185]
770101060807	[11.135719332866818]
690000990808	[1.584962500721156]
670004540808	[11.103689120683043]
910000140808	[13.82882163253422]
440000650808	[12.05119390872138]
460002030808	[11.05033437543944]
440002980808	[8.663423543171517]
630002680807	[12.115123110282216]
210000170808	[-0.0]
730000500808	[11.388335379427]
640002010808	[13.130319404941075]
540002790807	[11.46661648710989]
210002460808	[10.638989421440456]
540002260808	[11.6539668690107]
500001320807	[10.22386375110523]
460000690808	[7.341838817471204]
550001600808	[12.84986689172613]
360001420808	[11.57360896824133]
670005050808	[11.534086635932963]
250002660808	[8.395196723840868]
50003450808	[10.415700797027426]
640001680808	[11.667913247142069]
540000070808	[10.24105452788603]
690000090808	[11.129942255620282]
630001500808	[11.33909771362848]
240101560808	[10.206336513665615]
550003350807	[11.358633295849186]
440000190808	[12.317657161642398]
670004580808	[9.685232890232903]
550002620808	[12.179620941601987]
540002730808	[10.281567155366094]
690001180808	[1.5]
630000290808	[11.578381378645764]
550001540808	[11.73232276939543]
670005220808	[11.843554612266972]
290002620808	[11.97889619478442]
260002850808	[8.998892137871525]
270000120808	[13.473301370073354]
330000860808	[10.718217201816524]
670004770808	[12.117019159220147]
440002200808	[13.159490226571736]
550001610808	[12.88899762009766]
550003210807	[12.573549654126964]
470001040807	[12.072223823907477]
780008310807	[6.898707762495806]
640003290808	[11.109697067245367]
270001050808	[10.825760129163756]
500003380808	[7.747955729682725]
210001740808	[11.142156422466686]
630002590808	[12.6815097483552]
50001070808	[8.657969026912298]
640003520808	[11.858398711756166]
50000070808	[11.015416420742447]
670002260808	[13.142137399185293]
260000320807	[7.898312736662115]
690000110808	[9.91032384023421]
500001210807	[11.324498178436428]
540002670808	[10.299616796068122]
210000470808	[11.76101760434983]
670005400808	[3.640223928941852]
500000140808	[12.870980520911788]
50001790808	[3.8073549220576033]
640002200808	[11.44763532259173]
210002410808	[14.383366013436728]
590001680808	[1.584962500721156]
550002710808	[12.892866507090766]
460002780808	[10.535666773339157]
580002170808	[10.128171840075781]
500002020808	[11.64924631023307]
780008390808	[9.320763309650111]
500002190807	[11.256924808907677]
500000230808	[10.674525785701896]
640003530808	[-0.0]
690001050808	[11.864934469553528]
50001310808	[8.85977785252602]
330001860808	[3.277613436819116]
670004910808	[9.894024447601973]
460004460808	[11.869145807943736]
770101150807	[12.059579198871567]
630002730807	[11.498529774417488]
270000080807	[10.962899734468307]
640002340808	[12.883002970265595]
330002800808	[9.87313027274643]
670004620808	[5.596384288800739]
630001530808	[12.259951840758252]
770101710808	[12.253218028375017]
250002490808	[5.488797742415123]
240101640808	[11.240045515048154]
330000540808	[12.715712023569708]
780004490807	[6.753653987491249]
330000670808	[12.585535182964353]
640001870808	[13.727999343256215]
460002230808	[12.798809239140118]
780005040808	[4.001629167387824]
780001890807	[11.29460622319885]
670004880808	[1.0]
500001220808	[13.276897243101821]
540002400808	[10.471795920713447]
440000030808	[10.321698367569628]
460001100808	[10.148033715051374]
540002720807	[11.251116679500281]
360001430808	[12.454849845699718]
520001620808	[9.66255600743289]
630000020807	[12.718840585488062]
590001270808	[9.665822371760747]
770102010807	[10.05298259964218]
500004310808	[9.258188430269907]
690002050808	[13.901584298614337]
540003680808	[11.124200217626393]
780004520808	[11.233918276793563]
550002480808	[12.031513747903716]
50002120808	[11.382773686740144]
690000080807	[12.069411218440695]
590004410808	[5.624989222460848]
50000540808	[6.722258377328713]
330000980808	[11.687236968067284]
670005640808	[11.953832305250534]
440001540808	[14.08932148084023]
460004470808	[6.361113813258298]
540001360808	[8.867264054319234]
250002810808	[11.736152575257984]
640002180808	[13.611247350466817]
520002170808	[8.786469627833341]
50000130808	[10.46690164703637]
440000480808	[10.32745577668205]
540002780808	[7.54279573719057]
730002760808	[10.978263707327457]
690000060808	[3.7871439606981396]
50001980808	[9.44556171755621]
440003240808	[9.968683569321218]
270000040808	[11.827700895588423]
780008260807	[8.891105895433443]
330000560808	[10.081227518596089]
440000470808	[8.949718652160048]
20000190808	[11.919083012107716]
730001590808	[11.929988731597415]
460002860808	[9.571714473478583]
290000390808	[10.625906607376178]
670005550808	[7.814479585199232]
640001950808	[9.552617126030425]
640002170808	[5.532879248325726]
780003220808	[11.154967050007174]
640002710808	[13.798462515677937]
550001450808	[10.810153543776522]
730003410808	[-0.0]
550003360807	[9.482306918512158]
260004180808	[10.69253670051739]
470004390807	[9.719520313028431]
670004780808	[11.291309892641205]
550001080808	[11.642249264795584]
730004350808	[5.638336223681613]
690001370808	[12.841845037453224]
280002540807	[10.679717159164115]
640003090808	[12.920176737031705]
550001670808	[13.355064358162245]
630002310807	[13.869573843450265]
770102250807	[12.084777774920846]
260003000808	[2.5]
590002140808	[10.637058110043911]
210002050808	[12.096785988181367]
540002980808	[7.510083384007493]
50000050808	[6.838877319571568]
210000660808	[13.188970156690264]
640001990808	[10.021737830072535]
590004320808	[7.548552679708637]
780008100807	[5.337373954083718]
540000140808	[9.825717760644817]
670005070808	[10.75489214177477]
590002210808	[10.707217673363147]
330002760808	[7.787346391024331]
540003610808	[6.708830084709149]
280002450807	[11.36943803429543]
330000440808	[11.191189684494502]
520001650808	[9.95277436792427]
500004080808	[9.90006864200912]
50002030808	[8.817261617299739]
440003270808	[1.7924812503605778]
330002050808	[9.771988295262048]
640003080808	[10.379316023194232]
50000810808	[10.94958161759379]
550004220808	[12.14442171565665]
540002870808	[10.233780372305999]
730001480808	[12.041361623998968]
50000880808	[5.327819531114785]
470002910807	[12.367310445917253]
340002540808	[10.671125984695092]
780003930808	[9.607502500159104]
550003370807	[14.353822932611813]
590002670808	[2.721928094887362]
50001030808	[10.619065716980538]
780003440808	[-0.0]
210002010808	[11.029026137282061]
580001560808	[6.950801044902885]
690001010808	[3.967720100474499]
440003040808	[7.586925102906968]
140000670808	[11.304162188623689]
20003100808	[10.355452630760523]
670005130808	[12.020082929975107]
500003560808	[10.96864011282547]
780001250807	[11.454299588452335]
770101940807	[11.239634088442656]
50000550808	[8.019868693331002]
730000950808	[10.959817248245974]
270001310808	[10.96319919459316]
260001450807	[9.370452996869673]
260004240808	[7.770179872009682]
210002140808	[12.296165026984255]
590002640808	[6.462049927212702]
230003050807	[5.892318920398456]
460000990808	[11.467019246774719]
780008480808	[8.144757754063923]
730003150808	[10.185544746634285]
640001960808	[12.477463189408699]
260001990807	[8.479135165554998]
460001120808	[9.863616026727637]
330001710808	[10.360635588824335]
780001680807	[11.313107594684157]
540003550808	[10.210946396362106]
730000910808	[12.413549576395605]
400000180808	[13.33093475150394]
330002550808	[5.072368749488241]
330000640808	[11.623111966118815]
730003130808	[10.750718018336515]
50001050808	[10.300505655064224]
670005360808	[10.159980673260696]
330001930808	[11.204479204588903]
540002640808	[7.429673588060782]
330002250808	[11.64270978322494]
670005540808	[11.160081607202088]
460001030808	[9.618346142843686]
780008500808	[12.49279089875058]
550002690808	[12.233899353071571]
640002740808	[13.028744657291748]
590002680808	[9.526318476860409]
580003610808	[8.067174106840383]
50001330808	[10.126744444614578]
400002860808	[11.270143792306639]
780005250808	[5.807057101302172]
500003850808	[-0.0]
330000780808	[11.08947588684981]
20003020808	[10.370659698856164]
780004000807	[11.618044895929035]
440000300808	[8.800738933129812]
330000390808	[8.747212205740013]
540002660808	[11.009456869721966]
590003790808	[7.954457501113748]
400000250808	[13.201020282272152]
580002180808	[7.1729669483283995]
550002140808	[9.523064361629693]
270000190808	[11.93253171782112]
440000490808	[11.32953030828611]
780004080807	[8.137927455082018]
640002840808	[10.175145972180909]
550001240808	[12.811550882616343]
550001590808	[10.747875875820133]
500001200807	[12.142852139770502]
50001190808	[10.099880707977984]
640002830808	[13.18424915492701]
670004510808	[10.206994585004413]
780008400808	[11.828602087401325]
780000840808	[3.6644977792004605]
470001420807	[12.242870522639373]
330002360808	[9.93267727755752]
780008470808	[8.462694556148138]
780005160808	[9.323061786582848]
590002180808	[9.476948804839221]
590004420808	[9.370042440572417]
670004530808	[11.77325772918038]
460001200808	[12.320201801667581]
690001120808	[12.075647823178032]
460002650808	[13.209629050751692]
460000940808	[9.371404700700541]
470001440807	[11.560932628613623]
340002530808	[12.662777581099476]
770104440807	[11.062052519902995]
470001130807	[11.432132761970287]
210002420808	[12.280337301118784]
50000750808	[6.973346442265889]
780008420808	[10.310908736844985]
500000990808	[12.360501052210804]
330001060808	[9.444985723202887]
250002590808	[8.730393659574135]
550002660808	[12.276570055550456]
50001460808	[9.33085055630224]
210003070808	[8.937038080614345]
440000500808	[11.452312618224056]
210000500808	[13.045092716534583]
260004220808	[9.983186211765693]
730001500808	[11.873278797216233]
770101230807	[13.062093255659422]
460000880808	[12.499496180906348]
50001890808	[9.32987989782753]
640002760808	[12.358968832711133]
670004990808	[11.551501320473042]
550002890807	[12.254009527903639]
540002620808	[11.87912768964905]
640001860808	[11.45717099894284]
210002070808	[9.04304140739248]
50002010808	[5.561109425859924]
780003510808	[9.135494808408415]
270000060808	[12.663202490407045]
550000620808	[10.15510080521778]
50000480808	[8.848238674157205]
780003320808	[7.799976750400428]
20003840808	[9.81329826088324]
210000600808	[11.321126405517752]
640002700808	[11.654671549103465]
550002680808	[13.337197725694642]
550000660808	[13.379750764220123]
540001160808	[8.571861103827066]
260002910808	[-0.0]
630002570807	[9.39743833405744]
270000070808	[13.839078526672004]
470001090807	[13.008043001562095]
270000150807	[11.52102590429133]
260001670807	[9.010765204676202]
540003600808	[11.25371133557135]
500001920808	[12.465456976224107]
540002700808	[8.549602871920973]
670005150808	[12.655189647061286]
500000580808	[12.177931970261081]
730000520808	[2.584962500721156]
500000010808	[11.99005981552371]
780004910808	[9.621547189788453]
360001680808	[11.024282339621982]
440002820807	[7.380234169655783]
550001690808	[11.560969478116176]
550002560808	[12.926989201494706]
250003110808	[13.080524316096207]
330000920807	[7.727578872331292]
460000110808	[11.392648477869049]
730003910808	[13.060175955240787]
780005300808	[4.4135585014319965]
780004510808	[9.500320769042407]
230003110807	[10.987001504864427]
50003130808	[10.456437513170332]
730000400808	[1.0]
780005120808	[-0.0]
270000870808	[11.032776412430755]
780004770808	[6.143735551804999]
550001890808	[-0.0]
730000380808	[8.839461196045272]
330002300807	[8.71527612836014]
540002630808	[10.336448866065236]
770101180807	[10.201731197700937]
50001720808	[11.771662161711951]
470001210807	[11.913359246820775]
590002560808	[11.361700185953188]
470003170807	[7.962290387918434]
400000130808	[11.883832909964822]
20000330808	[-0.0]
50001200808	[1.0]
590002090808	[10.201661370969815]
730000980808	[1.5219280948873626]
440002150807	[10.922589732554961]
780008550808	[11.217061864427926]
50000010808	[9.817569659018705]
590002830808	[4.800481367292119]
260004150808	[3.5680843243447145]
550001860808	[-0.0]
640002980808	[5.635318377263897]
260002060807	[8.695081983311558]
140003720808	[5.916752077538558]
210001940808	[13.301642106739216]
50000930808	[3.823067982273661]
460000280808	[10.327366300424734]
210004080808	[7.267921254191941]
50001920808	[10.556223209645895]
780002090808	[8.678487166607853]
500000950808	[12.69432482457793]
670004850808	[9.630085849635128]
630002390807	[10.926916181344957]
20003890808	[12.301692138809605]
670004610808	[12.823165547713895]
590002490808	[9.668243517225703]
270000270808	[11.707522625668462]
540003240808	[10.944095721070203]
460000440808	[10.781601515241293]
330000700808	[10.878163790269946]
670004800808	[10.881675239773879]
460001480808	[12.847660240714784]
640002150808	[10.174271059058054]
50000520808	[2.521640636343318]
50001490807	[8.752232478303805]
780008380808	[7.39161271123532]
640002270808	[14.681006856346967]
20004200808	[11.067060608323327]
250002870808	[10.785121825879445]
20000390808	[12.269737490342301]
500003980808	[9.260083600123323]
640001690808	[10.317271624990777]
670004870808	[12.142716521086408]
20000670808	[11.48572888990684]
500003040808	[12.380602281240673]
630002250807	[13.100972398351127]
50000990808	[10.276134621732469]
260002950808	[8.742189977458025]
640003130808	[9.24563111407944]
520004270808	[8.481108935304377]
440000440808	[7.8510529398597955]
630001430808	[11.513696513158171]
670004740808	[1.5]
780008280807	[5.944717152594767]
280001880807	[12.306165271680353]
540002180808	[10.410484378526947]
770101560807	[11.907050757611467]
50001610808	[8.072915769982048]
670002110808	[11.16219008126478]
50000970808	[11.677934138908013]
500001470808	[12.56526483118754]
670004520808	[11.156541849490539]
50002460808	[6.603586363394262]
210002880808	[10.59779613829863]
640001890808	[11.36453310126368]
780005210808	[7.760815123668532]
780008520808	[11.014152685972908]
780001900807	[9.514323543707302]
50002340808	[7.290060047245902]
760000320808	[12.04365080843371]
50002070808	[10.96434694420326]
780008430808	[8.9957990306939]
780005220808	[-0.0]
330001180807	[12.194573692744942]
210002860808	[12.310347209110235]
780001400808	[10.956611372487998]
780002140808	[7.581261088348037]
330000960808	[12.003545112958719]
540002610808	[10.159727794278991]
640002910808	[8.332018329993348]
270000110808	[12.863438654514797]
670004920808	[9.324954112253288]
640002780808	[6.667435841802094]
630003920807	[12.540548631038805]
540002970808	[8.625037975113944]
670004960808	[11.280503317721484]
550000710808	[13.01907702911022]
330000650808	[11.219572884110422]
260002790807	[11.031875480281393]
670005710808	[10.0762108281378]
230002190808	[11.251662711967542]
630002580807	[11.340475720588906]
500003950808	[10.054328029520546]
210002900808	[8.771633862642936]
550000740808	[6.390925665123868]
690000970808	[2.521640636343318]
630002280808	[7.084324483619043]
330003360808	[11.06488264938215]
260000240807	[12.92607908558651]
460000170808	[12.111925850331744]
540002580808	[12.756827112080655]
670005320808	[8.35417119739895]
640003430808	[9.8953887311421]
540002650808	[12.586885722754374]
210003310808	[10.82328961842233]
460002740808	[7.673830767621246]
500000220808	[-0.0]
910000320808	[11.940156237425787]
640002250808	[12.896815950939473]
330001280808	[6.819981871630942]
330001050808	[12.14830691352949]
780001190807	[11.34728762038692]
640002000808	[13.112615534986253]
270000130807	[13.357122491302844]
260002780807	[2.9735572622751856]
330000740808	[11.76458767233821]
550002510808	[12.551634075829769]
770104420808	[7.693008414393955]
260002990808	[9.365855204854318]
690000940807	[11.392359251329019]
300000710808	[9.535493209377195]
640003540808	[10.585775188933264]
50000710808	[4.415061012203069]
670004600808	[9.904991946248831]
780004950808	[9.73124118302953]
50002050808	[10.657326622862652]
640003560808	[12.739788102852232]
400004310808	[12.437536393193627]
780005050808	[10.461951960243729]
500001390808	[9.454350888918292]
500003440808	[8.373140403348277]
690000370808	[9.862100243969131]
50000230808	[10.980904084501427]
210000460808	[11.484817532675766]
670001330808	[9.655756400275845]
780005240808	[8.202800482939969]
260002050807	[10.90512745641459]
640002020808	[12.863241279422125]
50001810808	[6.374812449449664]
780003880808	[4.974039996599109]
540003340808	[12.124675706936946]
780003340807	[11.115716181979629]
780004980808	[-0.0]
640001920808	[11.240499930321462]
50002000808	[10.827712806180875]
